"source","destination","SimYear","dist_km","direction","SumParticles","SumParticlesReleasedSource","SourceNormRecruitment"
"SF4","Sitio Tugas",2011,NA,NA,929,482112,0.0019269381388557
"Wangag","Cabatoan",2012,2.13420254046404,203,466,242048,0.0019252379693284
"Cabatoan","SF2",2013,NA,NA,459,241056,0.00190412186379928
"Magbangon","Hicgop South",2014,6.36236340522805,193,204,107136,0.00190412186379928
"Magbangon","SF2",2013,NA,NA,459,241056,0.00190412186379928
"Hicgop South","Sitio Tugas",2014,0.912910872621498,263,407,214272,0.00189945489844683
"Hicgop South","Hicgop South",2013,0,62,912,482112,0.00189167662285942
"Gabas","Hicgop South",2014,10.0841152270956,63,202,107136,0.00188545400238949
"Wangag","Palanas",2014,0.540970717463239,155,202,107136,0.00188545400238949
"Poroc San Flower","SF5",2011,NA,NA,454,241056,0.00188337979556618
"Gabas","SF4",2010,NA,NA,171,91264,0.00187368513323983
"Poroc San Flower","Elementary School",2012,4.28736209804195,81,452,242048,0.00186739820200952
"Cabatoan","Caridad Cemetery",2012,3.03869204915848,186,450,242048,0.00185913537810682
"SF1","Magbangon",2014,NA,NA,795,428544,0.00185511872759857
"Poroc San Flower","Sitio Tugas",2011,5.09597019923732,77,447,241056,0.00185434090003982
"SF2","San Agustin",2014,NA,NA,595,321408,0.00185122958980486
"Poroc Rose","Poroc Rose",2011,0.000134258785931453,62,446,241056,0.0018501924863932
"SF4","Poroc San Flower",2014,NA,NA,396,214272,0.00184811827956989
"SF4","Pangasugan",2012,NA,NA,887,484096,0.00183228120042306
"SF4","Hicgop South",2014,NA,NA,392,214272,0.0018294504181601
"Gabas","Caridad Proper",2011,12.3313979398098,71,440,241056,0.00182530200451347
"SF5","CAI",2012,NA,NA,5295,2904576,0.00182298552353252
"Gabas","Sitio Tugas",2013,9.17150421479417,60,439,241056,0.00182115359086685
"Pangasugan","Poroc Rose",2014,NA,NA,194,107136,0.0018107825567503
"Visca","Hicgop South",2014,8.12617156228781,58,194,107136,0.0018107825567503
"Magbangon","SF3",2012,NA,NA,437,242048,0.00180542702273929
"Caridad Proper","Caridad Proper",2012,9.49352979660034e-05,62,436,242048,0.00180129561078794
"San Agustin","Elementary School",2011,3.71624288089285,83,432,241056,0.0017921146953405
"San Agustin","San Agustin",2013,0,62,432,241056,0.0017921146953405
"SF4","Elementary School",2013,NA,NA,864,482112,0.0017921146953405
"SF3","Hicgop South",2013,NA,NA,2158,1205280,0.00179045532988185
"SF5","San Agustin",2014,NA,NA,2301,1285632,0.00178978121266428
"Pangasugan","San Agustin",2013,NA,NA,430,241056,0.00178381786804726
"Poroc Rose","SF1",2011,NA,NA,430,241056,0.00178381786804726
"San Agustin","Sitio Tugas",2013,4.52288186298911,79,430,241056,0.00178381786804726
"Gabas","Sitio Tugas",2014,9.17150421479417,60,191,107136,0.0017827807646356
"Sitio Tugas","Caridad Proper",2014,3.22263263749314,109,191,107136,0.0017827807646356
"Magbangon","Sitio Baybayon",2012,25.1134608596041,287,430,242048,0.00177650713907985
"San Agustin","Hicgop South",2012,5.43370927160229,76,429,242048,0.0017723757271285
"SF5","SF2",2013,NA,NA,5081,2892672,0.001756507478207
"Cabatoan","Caridad Cemetery",2014,3.03869204915848,186,188,107136,0.00175477897252091
"Sitio Tugas","Caridad Cemetery",2011,3.98589537085982,111,422,241056,0.00175063055887429
"SF5","Caridad Proper",2010,NA,NA,1900,1095168,0.00173489364188873
"Wangag","SF2",2011,NA,NA,418,241056,0.0017340369042878
"SF5","Gabas",2012,NA,NA,5035,2904576,0.00173347159791997
"Tamakin Dacot","SF6",2013,NA,NA,834,482112,0.00172988849064118
"Sitio Lonas","SF1",2012,NA,NA,418,242048,0.00172693019566367
"Poroc San Flower","Pangasugan",2012,NA,NA,416,242048,0.00171866737176097
"Gabas","Poroc San Flower",2012,4.12137215375566,17,414,242048,0.00171040454785828
"Cabatoan","Caridad Proper",2013,3.78950368237024,188,412,241056,0.00170914642240807
"Poroc San Flower","Hicgop South",2014,6.00735397868921,75,183,107136,0.00170810931899642
"Caridad Cemetery","Magbangon",2012,3.28805912992589,150,413,242048,0.00170627313590693
"Poroc Rose","Visca",2013,1.26450294037349,303,411,241056,0.00170499800876145
"Elementary School","San Agustin",2014,3.71624288089285,248,182,107136,0.00169877538829152
"SF4","Sitio Tugas",2013,NA,NA,817,482112,0.0016946269746449
"Poroc Rose","Elementary School",2014,5.1630036993143,69,181,107136,0.00168944145758662
"Gabas","Poroc San Flower",2013,4.12137215375566,17,407,241056,0.00168840435417496
"San Agustin","Elementary School",2012,3.71624288089285,83,407,242048,0.00168148466419884
"SF4","Visca",2012,NA,NA,814,484096,0.00168148466419884
"SF3","Elementary School",2014,NA,NA,898,535680,0.00167637395459976
"Gabas","Elementary School",2014,8.35384165591858,64,179,107136,0.00167077359617682
"SF4","SF4",2012,NA,NA,807,484096,0.00166702472236912
"SF4","Sitio Tugas",2012,NA,NA,807,484096,0.00166702472236912
"SF3","Hicgop South",2012,NA,NA,1996,1210240,0.00164925965097832
"SF3","Caridad Proper",2012,NA,NA,1990,1210240,0.0016443019566367
"Cabatoan","Magbangon",2014,0.249569604975458,151,176,107136,0.00164277180406213
"Caridad Cemetery","San Agustin",2014,8.48939965705146,239,176,107136,0.00164277180406213
"Caridad Proper","San Agustin",2014,7.72994839167827,242,176,107136,0.00164277180406213
"Hicgop South","Sitio Lonas",2012,4.86139751953595,249,793,484096,0.00163810483870968
"Poroc Rose","Sitio Tugas",2012,5.97906582562741,66,394,242048,0.00162777630883131
"Poroc San Flower","Caridad Proper",2010,8.29929043854204,84,148,91264,0.00162166900420757
"Elementary School","Caridad Cemetery",2011,4.77585415072936,98,389,241056,0.00161373290853578
"Magbangon","Sitio Baybayon",2013,25.1134608596041,287,389,241056,0.00161373290853578
"Visca","CAI",2013,38.5109343904408,172,389,241056,0.00161373290853578
"Hicgop South","Sitio Lonas",2013,4.86139751953595,249,775,482112,0.00160751028806584
"Wangag","Wangag",2014,9.49352979660034e-05,62,172,107136,0.00160543608124253
"Elementary School","Sitio Tugas",2012,0.819148882111462,30,387,242048,0.00159885642517187
"SF1","San Agustin",2014,NA,NA,681,428544,0.00158910170250896
"Cabatoan","SF5",2013,NA,NA,381,241056,0.0015805455993628
"San Agustin","Caridad Proper",2012,7.72994839167827,89,382,242048,0.00157819936541512
"SF3","Sitio Lonas",2014,NA,NA,845,535680,0.00157743428912784
"Pangasugan","SF5",2011,NA,NA,380,241056,0.00157639718571618
"Poroc Rose","Elementary School",2013,5.1630036993143,69,380,241056,0.00157639718571618
"Caridad Cemetery","Sitio Baybayon",2011,22.4353813748238,296,376,241056,0.0015598035311297
"Hicgop South","Haina",2014,19.3126421844879,307,334,214272,0.00155876642771804
"Visca","Elementary School",2012,6.39564840604425,57,377,242048,0.00155754230565838
"Gabas","Caridad Proper",2010,12.3313979398098,71,142,91264,0.00155592566619916
"Sitio Lonas","San Agustin",2010,0.604019027624227,305,142,91264,0.00155592566619916
"San Agustin","Elementary School",2013,3.71624288089285,83,374,241056,0.00155150670383645
"Hicgop South","San Agustin",2012,5.43370927160229,255,749,484096,0.00154721377578001
"Pangasugan","Caridad Proper",2010,NA,NA,141,91264,0.00154496844319776
"SF3","SF1",2012,NA,NA,1867,1210240,0.00154266922263353
"Gabas","Hicgop South",2010,10.0841152270956,63,140,91264,0.00153401122019635
"Pangasugan","Elementary School",2011,NA,NA,369,241056,0.00153076463560335
"Visca","Sitio Tugas",2011,7.21408228716616,39,368,241056,0.00152661622195672
"SF4","SF5",2011,NA,NA,729,482112,0.00151209677419355
"Hicgop South","Elementary School",2013,1.73052315940533,270,724,482112,0.00150172574007699
"Hicgop South","Sitio Tugas",2013,0.912910872621498,263,724,482112,0.00150172574007699
"Hicgop South","Pangasugan",2014,NA,NA,321,214272,0.0014980958781362
"Wangag","SF3",2014,NA,NA,160,107136,0.00149342891278375
"SF4","Caridad Proper",2011,NA,NA,719,482112,0.00149135470596044
"Palanas","Cabatoan",2013,2.66084320590822,196,359,241056,0.00148928049913713
"Cabatoan","Sitio Lonas",2014,10.8872204470967,214,159,107136,0.00148409498207885
"Poroc Rose","Poroc San Flower",2011,0.956338767353715,173,356,241056,0.00147683525819727
"Gabas","Poroc Rose",2012,3.19705081559734,34,355,242048,0.00146665124272871
"Poroc Rose","Poroc Rose",2014,0.000134258785931453,62,157,107136,0.00146542712066906
"Poroc San Flower","Elementary School",2011,4.28736209804195,81,352,241056,0.00146024160361078
"Visca","Caridad Proper",2010,10.3684742352813,70,133,91264,0.00145731065918654
"Gabas","CAI",2012,39.0048810879395,171,350,242048,0.00144599418297197
"Pangasugan","Sitio Tugas",2012,NA,NA,350,242048,0.00144599418297197
"Hicgop South","CAI",2011,38.1530161399208,11,695,482112,0.00144157374220098
"SF4","Elementary School",2011,NA,NA,693,482112,0.00143742532855436
"Sitio Tugas","Cabatoan",2014,6.97778704506868,133,154,107136,0.00143742532855436
"Magbangon","Hicgop South",2012,6.36236340522805,193,347,242048,0.00143359994711793
"San Agustin","CAI",2012,38.7489692903279,6,347,242048,0.00143359994711793
"Elementary School","San Agustin",2013,3.71624288089285,248,345,241056,0.00143120270808443
"Elementary School","Sitio Lonas",2013,3.15672946924723,228,345,241056,0.00143120270808443
"SF6","SF3",2013,NA,NA,344,241056,0.00142705429443781
"San Agustin","Elementary School",2010,3.71624288089285,83,130,91264,0.00142443899018233
"Cabatoan","Wangag",2011,2.13420254046404,131,343,241056,0.00142290588079119
"SF2","Caridad Proper",2011,NA,NA,1028,723168,0.00142152307624231
"Sitio Tugas","Hicgop South",2014,0.912910872621498,68,151,107136,0.00140942353643967
"Caridad Cemetery","Sitio Baybayon",2012,22.4353813748238,296,341,242048,0.00140881147540984
"Visca","Elementary School",2011,6.39564840604425,57,338,241056,0.00140216381255808
"Caridad Proper","San Agustin",2012,7.72994839167827,242,339,242048,0.00140054865150714
"Elementary School","Caridad Cemetery",2014,4.77585415072936,98,149,107136,0.00139075567502987
"Visca","Elementary School",2013,6.39564840604425,57,335,241056,0.00138971857161821
"Haina","SF3",2012,NA,NA,670,484096,0.00138402300370175
"Caridad Proper","Elementary School",2014,4.01495979265945,237,148,107136,0.00138142174432497
"Pangasugan","Hicgop South",2014,NA,NA,148,107136,0.00138142174432497
"Poroc Rose","Caridad Cemetery",2010,9.9107454183565,80,126,91264,0.00138061009817672
"San Agustin","Poroc San Flower",2014,0.575632701262051,268,147,107136,0.00137208781362007
"Elementary School","Caridad Cemetery",2012,4.77585415072936,98,332,242048,0.0013716287678477
"SF4","Hicgop South",2010,NA,NA,250,182528,0.00136965287517532
"Hicgop South","Elementary School",2012,1.73052315940533,270,663,484096,0.00136956306187203
"SF2","Sitio Baybayon",2011,NA,NA,986,723168,0.00136344528518961
"SF5","San Agustin",2013,NA,NA,3938,2892672,0.0013613710783663
"Sitio Baybayon","Cabatoan",2011,24.9105624659335,14,656,482112,0.00136067967609186
"Gabas","Hicgop South",2013,10.0841152270956,63,327,241056,0.00135653126244524
"Sitio Tugas","Poroc San Flower",2014,5.09597019923732,254,145,107136,0.00135341995221027
"Sitio Lonas","Sitio Lonas",2010,0,62,123,91264,0.00134773842917251
"Caridad Cemetery","Cabatoan",2012,3.03869204915848,149,326,242048,0.00134684029613961
"SF2","Cabatoan",2014,NA,NA,432,321408,0.00134408602150538
"Magbangon","San Agustin",2013,11.6652303956557,219,322,241056,0.00133578919421213
"Caridad Proper","Sitio Baybayon",2012,21.7509719512898,297,323,242048,0.00133444606028556
"Magbangon","Caridad Proper",2013,4.03826759878553,187,321,241056,0.00133164078056551
"SF5","Tamakin Dacot",2010,NA,NA,1457,1095168,0.00133038949275362
"Pangasugan","Elementary School",2012,NA,NA,322,242048,0.00133031464833421
"Poroc Rose","Elementary School",2012,5.1630036993143,69,322,242048,0.00133031464833421
"Sitio Lonas","Caridad Proper",2014,7.17087278024704,97,142,107136,0.00132541816009558
"SF1","Wangag",2011,NA,NA,1277,964224,0.00132438105668392
"Gabas","Poroc Rose",2013,3.19705081559734,34,319,241056,0.00132334395327227
"SF2","SF1",2014,NA,NA,425,321408,0.00132230684986061
"Poroc Rose","Caridad Cemetery",2011,9.9107454183565,80,318,241056,0.00131919553962565
"SF5","Haina",2013,NA,NA,3805,2892672,0.00131539282711624
"Caridad Proper","SF5",2013,NA,NA,317,241056,0.00131504712597903
"Poroc Rose","Sitio Tugas",2013,5.97906582562741,66,316,241056,0.0013108987123324
"Elementary School","Elementary School",2012,0,62,317,242048,0.00130965758857747
"Caridad Proper","SF1",2010,NA,NA,119,91264,0.0013039095371669
"SF1","Cabatoan",2012,NA,NA,1259,968192,0.00130036191168694
"Caridad Proper","Sitio Baybayon",2011,21.7509719512898,297,311,241056,0.0012901566440993
"Sitio Tugas","Sitio Lonas",2012,3.95401082044188,245,312,242048,0.00128900052882073
"SF2","Cabatoan",2011,NA,NA,932,723168,0.00128877383955042
"Visca","Hicgop South",2010,8.12617156228781,58,117,91264,0.0012819950911641
"Magbangon","Cabatoan",2014,0.249569604975458,184,137,107136,0.00127874850657109
"Wangag","Palanas",2012,0.540970717463239,155,309,242048,0.00127660629296668
"SF4","Caridad Proper",2010,NA,NA,233,182528,0.00127651647966339
"Elementary School","San Agustin",2012,3.71624288089285,248,308,242048,0.00127247488101534
"Hicgop South","Caridad Cemetery",2012,3.09873007253886,126,615,484096,0.00127040917503966
"Elementary School","Sitio Baybayon",2014,18.0747093449379,313,136,107136,0.00126941457586619
"Caridad Proper","Sitio Lonas",2012,7.17087278024704,234,307,242048,0.00126834346906399
"Magbangon","Magbangon",2014,0,62,135,107136,0.00126008064516129
"Magbangon","San Agustin",2014,11.6652303956557,219,135,107136,0.00126008064516129
"Caridad Cemetery","SF5",2013,NA,NA,303,241056,0.00125696933492632
"SF2","Caridad Cemetery",2011,NA,NA,909,723168,0.00125696933492632
"Poroc Rose","Pangasugan",2012,NA,NA,303,242048,0.00125181782125859
"Cabatoan","Hicgop South",2014,6.11477685668207,194,134,107136,0.00125074671445639
"Caridad Cemetery","Sitio Tugas",2014,3.98589537085982,223,134,107136,0.00125074671445639
"Poroc San Flower","Caridad Proper",2014,8.29929043854204,84,134,107136,0.00125074671445639
"Sitio Baybayon","Sitio Lonas",2014,15.3556606444419,318,266,214272,0.00124141278375149
"Visca","Poroc Rose",2011,1.26450294037349,158,299,241056,0.00124037568033984
"Caridad Cemetery","Caridad Cemetery",2012,9.49352979660034e-05,62,300,242048,0.00123942358540455
"SF5","Gabas",2013,NA,NA,3574,2892672,0.00123553586441878
"Palanas","SF2",2012,NA,NA,299,242048,0.0012352921734532
"Palanas","Palanas",2013,0,62,296,241056,0.00122793043939997
"Hicgop South","San Agustin",2013,5.43370927160229,255,589,482112,0.00122170781893004
"Poroc San Flower","Hicgop South",2013,6.00735397868921,75,294,241056,0.00121963361210673
"Wangag","SF1",2010,NA,NA,111,91264,0.00121625175315568
"Wangag","SF3",2013,NA,NA,292,241056,0.00121133678481349
"San Agustin","Caridad Proper",2013,7.72994839167827,89,291,241056,0.00120718837116687
"SF1","Sitio Baybayon",2013,NA,NA,1163,964224,0.00120615126775521
"Caridad Cemetery","SF1",2013,NA,NA,287,241056,0.00119059471658038
"Pangasugan","Poroc San Flower",2011,NA,NA,287,241056,0.00119059471658038
"Poroc Rose","Elementary School",2011,5.1630036993143,69,287,241056,0.00119059471658038
"San Agustin","Poroc Rose",2013,1.51127255483946,299,287,241056,0.00119059471658038
"Pangasugan","Caridad Cemetery",2011,NA,NA,286,241056,0.00118644630293376
"San Agustin","Sitio Tugas",2011,4.52288186298911,79,286,241056,0.00118644630293376
"SF4","Pangasugan",2010,NA,NA,215,182528,0.00117790147265077
"Pangasugan","Pangasugan",2012,NA,NA,285,242048,0.00117745240613432
"Magbangon","Palanas",2014,2.41391771324467,136,126,107136,0.0011760752688172
"SF5","SF2",2014,NA,NA,1511,1285632,0.00117529744125846
"Caridad Proper","SF3",2011,NA,NA,283,241056,0.00117400106199389
"Elementary School","Caridad Proper",2013,4.01495979265945,94,283,241056,0.00117400106199389
"Hicgop South","Poroc Rose",2014,6.89197129687677,264,250,214272,0.00116674133811231
"Hicgop South","Poroc San Flower",2014,6.00735397868921,256,249,214272,0.00116207437275986
"Gabas","Poroc San Flower",2011,4.12137215375566,17,280,241056,0.00116155582105403
"Poroc San Flower","CAI",2013,38.806369463475,5,279,241056,0.00115740740740741
"Poroc San Flower","SF1",2011,NA,NA,279,241056,0.00115740740740741
"SF4","Pangasugan",2013,NA,NA,558,482112,0.00115740740740741
"SF5","Tamakin Dacot",2013,NA,NA,3335,2892672,0.00115291329262357
"Gabas","Poroc San Flower",2010,4.12137215375566,17,105,91264,0.00115050841514727
"Caridad Cemetery","Magbangon",2014,3.28805912992589,150,123,107136,0.00114807347670251
"SF1","Sitio Baybayon",2012,NA,NA,1110,968192,0.00114646681649921
"Caridad Proper","Cabatoan",2012,3.78950368237024,147,277,242048,0.00114440111052353
"Visca","Sitio Tugas",2012,7.21408228716616,39,275,242048,0.00113613828662084
"Poroc Rose","Poroc Rose",2012,0.000134258785931453,62,274,242048,0.00113200687466949
"SF2","Magbangon",2011,NA,NA,813,723168,0.00112422009823444
"Sitio Lonas","Caridad Cemetery",2013,7.93235105602247,101,269,241056,0.00111592327094119
"Visca","Poroc Rose",2012,1.26450294037349,158,270,242048,0.00111548122686409
"Hicgop South","Sitio Tugas",2011,0.912910872621498,263,537,482112,0.00111384906411788
"Caridad Proper","Cabatoan",2011,3.78950368237024,147,267,241056,0.00110762644364795
"Palanas","SF1",2010,NA,NA,101,91264,0.00110667952314165
"Palanas","Magbangon",2014,2.41391771324467,198,118,107136,0.00110140382317802
"Sitio Baybayon","Magbangon",2011,25.1134608596041,18,531,482112,0.00110140382317802
"Elementary School","Sitio Lonas",2012,3.15672946924723,228,266,242048,0.0010989555790587
"Sitio Lonas","Elementary School",2012,3.15672946924723,106,266,242048,0.0010989555790587
"Hicgop South","Caridad Proper",2010,2.33565955110038,129,200,182528,0.00109572230014025
"SF4","Poroc Rose",2011,NA,NA,528,482112,0.00109518120270808
"Poroc Rose","Visca",2014,1.26450294037349,303,117,107136,0.00109206989247312
"Poroc Rose","Sitio Tugas",2011,5.97906582562741,66,263,241056,0.00109103278906146
"Poroc San Flower","Hicgop South",2012,6.00735397868921,75,264,242048,0.001090692755156
"Poroc Rose","Poroc Rose",2013,0.000134258785931453,62,261,241056,0.00108273596176822
"San Agustin","Poroc San Flower",2010,0.575632701262051,268,98,91264,0.00107380785413745
"Caridad Proper","Hicgop South",2014,2.33565955110038,205,115,107136,0.00107340203106332
"Haina","SF5",2014,NA,NA,229,214272,0.00106873506571087
"Hicgop South","Poroc San Flower",2012,6.00735397868921,256,517,484096,0.00106796998942359
"SF3","San Agustin",2014,NA,NA,572,535680,0.00106780167264038
"Palanas","SF1",2013,NA,NA,257,241056,0.00106614230718173
"SF2","Sitio Lonas",2012,NA,NA,768,726144,0.00105764145954521
"SF6","SF2",2012,NA,NA,256,242048,0.00105764145954521
"Sitio Tugas","Magbangon",2014,7.22370627928492,134,113,107136,0.00105473416965352
"Palanas","Wangag",2013,0.540970717463239,183,254,241056,0.00105369706624187
"Sitio Tugas","San Agustin",2013,4.52288186298911,252,254,241056,0.00105369706624187
"Poroc San Flower","Visca",2012,2.2166586970485,311,255,242048,0.00105351004759387
"Sitio Baybayon","Hicgop South",2014,19.747308872455,104,225,214272,0.00105006720430108
"SF4","Poroc Rose",2012,NA,NA,508,484096,0.00104937863564252
"Caridad Proper","Sitio Tugas",2014,3.22263263749314,225,112,107136,0.00104540023894863
"Gabas","Caridad Proper",2013,12.3313979398098,71,252,241056,0.00104540023894863
"Caridad Cemetery","Cabatoan",2011,3.03869204915848,149,251,241056,0.001041251825302
"Caridad Proper","Cabatoan",2013,3.78950368237024,147,251,241056,0.001041251825302
"Sitio Tugas","SF5",2013,NA,NA,250,241056,0.00103710341165538
"Caridad Proper","Magbangon",2011,4.03826759878553,148,249,241056,0.00103295499800876
"Poroc Rose","Hicgop South",2013,6.89197129687677,67,249,241056,0.00103295499800876
"Poroc Rose","SF1",2013,NA,NA,249,241056,0.00103295499800876
"Elementary School","Sitio Lonas",2014,3.15672946924723,228,110,107136,0.00102673237753883
"Caridad Cemetery","Magbangon",2011,3.28805912992589,150,247,241056,0.00102465817071552
"Caridad Proper","Caridad Proper",2013,9.49352979660034e-05,62,247,241056,0.00102465817071552
"Cabatoan","San Agustin",2014,11.4243171337323,221,109,107136,0.00101739844683393
"Caridad Cemetery","Caridad Proper",2013,0.763632138458259,216,245,241056,0.00101636134342228
"Palanas","Caridad Cemetery",2012,5.6928889753735,189,246,242048,0.00101632734003173
"Hicgop South","Sitio Tugas",2012,0.912910872621498,263,489,484096,0.00101013022210471
"SF1","Caridad Proper",2013,NA,NA,971,964224,0.00100702741271738
"Caridad Cemetery","Elementary School",2014,4.77585415072936,233,106,107136,0.000989396654719235
"Pangasugan","SF1",2014,NA,NA,106,107136,0.000989396654719235
"SF2","SF5",2013,NA,NA,715,723168,0.000988705252444798
"Cabatoan","SF3",2011,NA,NA,237,241056,0.000983174034249303
"Haina","SF6",2010,NA,NA,179,182528,0.000980671458625526
"Hicgop South","Cabatoan",2014,6.11477685668207,141,210,214272,0.000980062724014337
"SF1","Sitio Tugas",2014,NA,NA,418,428544,0.000975395758661888
"Sitio Baybayon","Palanas",2012,27.2919430069393,28,471,484096,0.00097294751454257
"Poroc San Flower","SF1",2012,NA,NA,235,242048,0.000970881808566896
"Elementary School","Magbangon",2014,7.98442483925902,128,104,107136,0.000970728793309438
"SF4","Visca",2010,NA,NA,177,182528,0.000969714235624123
"Pangasugan","Poroc Rose",2012,NA,NA,234,242048,0.000966750396615547
"Poroc San Flower","Caridad Proper",2013,8.29929043854204,84,233,241056,0.000966580379662817
"Wangag","Palanas",2013,0.540970717463239,155,233,241056,0.000966580379662817
"SF4","Haina",2014,NA,NA,207,214272,0.000966061827956989
"SF5","Hicgop South",2010,NA,NA,1055,1095168,0.000963322522206639
"Magbangon","Wangag",2014,1.88974564473697,124,102,107136,0.000952060931899642
"Pangasugan","SF1",2011,NA,NA,228,241056,0.000945838311429709
"SF1","SF5",2013,NA,NA,912,964224,0.000945838311429709
"Visca","Sitio Tugas",2013,7.21408228716616,39,228,241056,0.000945838311429709
"Caridad Proper","SF2",2010,NA,NA,86,91264,0.000942321178120617
"Magbangon","Palanas",2011,2.41391771324467,136,227,241056,0.000941689897783088
"SF2","Caridad Proper",2013,NA,NA,681,723168,0.000941689897783088
"Hicgop South","Sitio Baybayon",2012,19.747308872455,310,455,484096,0.000939896218931782
"SF4","Caridad Cemetery",2014,NA,NA,201,214272,0.000938060035842294
"Pangasugan","Pangasugan",2013,NA,NA,225,241056,0.000933393070489845
"Hicgop South","Magbangon",2014,6.36236340522805,142,196,214272,0.000914725209080048
"Elementary School","SF1",2013,NA,NA,220,241056,0.000912651002256737
"SF4","Caridad Proper",2013,NA,NA,439,482112,0.000910576795433426
"Palanas","Caridad Proper",2012,6.44791835925525,191,220,242048,0.000908910629296668
"SF1","Cabatoan",2013,NA,NA,872,964224,0.000904354174963494
"SF4","SF1",2010,NA,NA,165,182528,0.000903970897615708
"SF1","Magbangon",2012,NA,NA,872,968192,0.000900647805393971
"SF5","Sitio Tugas",2011,NA,NA,2603,2892672,0.000899860060179654
"Pangasugan","Poroc Rose",2011,NA,NA,216,241056,0.000896057347670251
"Wangag","Palanas",2011,0.540970717463239,155,216,241056,0.000896057347670251
"Poroc San Flower","Caridad Proper",2012,8.29929043854204,84,216,242048,0.000892384981491275
"SF5","Haina",2012,NA,NA,2588,2904576,0.000891007844174158
"SF5","SF6",2013,NA,NA,2564,2892672,0.000886377715828134
"SF5","SF6",2014,NA,NA,1139,1285632,0.000885945589406611
"Hicgop South","Cabatoan",2011,6.11477685668207,141,427,482112,0.000885686313553697
"Hicgop South","Caridad Cemetery",2013,3.09873007253886,126,427,482112,0.000885686313553697
"Caridad Cemetery","San Agustin",2012,8.48939965705146,239,214,242048,0.000884122157588577
"SF5","Sitio Tugas",2012,NA,NA,2561,2904576,0.000881712167283624
"Elementary School","Sitio Baybayon",2012,18.0747093449379,313,213,242048,0.000879990745637229
"Palanas","Wangag",2012,0.540970717463239,183,213,242048,0.000879990745637229
"Sitio Tugas","Sitio Baybayon",2012,18.8737442004117,312,213,242048,0.000879990745637229
"SF1","Caridad Cemetery",2013,NA,NA,848,964224,0.000879463693083765
"SF1","Magbangon",2013,NA,NA,847,964224,0.000878426589672109
"Magbangon","Sitio Tugas",2014,7.22370627928492,200,94,107136,0.000877389486260454
"San Agustin","Caridad Proper",2010,7.72994839167827,89,80,91264,0.000876577840112202
"SF2","Cabatoan",2012,NA,NA,635,726144,0.000874482196368764
"SF3","Sitio Baybayon",2014,NA,NA,468,535680,0.000873655913978495
"Wangag","Wangag",2013,9.49352979660034e-05,62,210,241056,0.000871166865790522
"SF3","Caridad Proper",2013,NA,NA,1048,1205280,0.000869507500331873
"Sitio Tugas","Sitio Tugas",2014,0,62,93,107136,0.000868055555555556
"Poroc San Flower","Caridad Cemetery",2010,9.05786494633732,88,79,91264,0.000865620617110799
"Wangag","Sitio Baybayon",2010,26.862065428135,284,79,91264,0.000865620617110799
"SF1","Elementary School",2014,NA,NA,369,428544,0.000861055107526882
"San Agustin","CAI",2011,38.7489692903279,6,207,241056,0.000858721624850657
"SF2","San Agustin",2012,NA,NA,622,726144,0.000856579411246254
"SF5","Elementary School",2012,NA,NA,2482,2904576,0.00085451370527058
"Visca","Pangasugan",2012,NA,NA,206,242048,0.000851070861977789
"Wangag","Hicgop South",2012,8.24594482977705,197,206,242048,0.000851070861977789
"SF2","Sitio Baybayon",2012,NA,NA,617,726144,0.000849693724660673
"SF2","Magbangon",2014,NA,NA,273,321408,0.000849387694145759
"Magbangon","Caridad Cemetery",2013,3.28805912992589,185,204,241056,0.000846276383910793
"SF4","Poroc Rose",2014,NA,NA,181,214272,0.000844720728793309
"SF1","Hicgop South",2012,NA,NA,817,968192,0.00084384089106293
"Palanas","Cabatoan",2012,2.66084320590822,196,203,242048,0.000838676626123744
"Pangasugan","Elementary School",2013,NA,NA,202,241056,0.000837979556617549
"Sitio Baybayon","Sitio Tugas",2014,18.8737442004117,102,179,214272,0.000835386798088411
"Sitio Lonas","Caridad Cemetery",2012,7.93235105602247,101,202,242048,0.000834545214172396
"SF2","Poroc San Flower",2014,NA,NA,268,321408,0.000833831142970928
"San Agustin","Sitio Tugas",2010,4.52288186298911,79,76,91264,0.000832748948106592
"Visca","SF1",2010,NA,NA,76,91264,0.000832748948106592
"SF3","Cabatoan",2014,NA,NA,445,535680,0.000830719832735962
"SF5","Tamakin Dacot",2012,NA,NA,2412,2904576,0.000830413802221047
"Hicgop South","Sitio Baybayon",2011,19.747308872455,310,400,482112,0.000829682729324306
"SF2","CAI",2011,NA,NA,600,723168,0.000829682729324306
"Sitio Baybayon","Wangag",2013,26.862065428135,26,398,482112,0.000825534315677685
"Pangasugan","Pangasugan",2010,NA,NA,75,91264,0.000821791725105189
"Hicgop South","Tamakin Dacot",2014,18.0502649349819,298,176,214272,0.000821385902031063
"Magbangon","Sitio Lonas",2014,11.1296663258898,213,88,107136,0.000821385902031063
"Sitio Tugas","Poroc Rose",2014,5.97906582562741,265,88,107136,0.000821385902031063
"SF2","SF1",2013,NA,NA,593,723168,0.000820003097482189
"Palanas","Magbangon",2012,2.41391771324467,198,198,242048,0.000818019566367002
"SF3","Sitio Baybayon",2012,NA,NA,987,1210240,0.000815540719196193
"Hicgop South","Cabatoan",2012,6.11477685668207,141,394,484096,0.000813888154415653
"Caridad Proper","SF1",2014,NA,NA,87,107136,0.000812051971326165
