"source","destination","YearSampled","dist_km","direction","SumParticles","SumParticlesReleasedSource","SourceNormRecruitment"
"Other","Cabatoan","2013",NA,NA,7390,1092947904,6.76152996218199e-06
"Other","Elementary School","2011",NA,NA,7231,1092947904,6.61605184797536e-06
"SF3","Pangasugan","2012",NA,NA,8,1210240,6.61025912215759e-06
"SF5","Sitio Baybayon","2011",NA,NA,19,2892672,6.56832160715076e-06
"Other","Caridad Proper","2013",NA,NA,7171,1092947904,6.56115444638796e-06
"Other","Magbangon","2013",NA,NA,7171,1092947904,6.56115444638796e-06
"Other","Palanas","2012",NA,NA,7190,1097445632,6.55157739969027e-06
"Other","SF4","2014",NA,NA,5798,899545600,6.44547647167637e-06
"Other","Caridad Proper","2011",NA,NA,6961,1092947904,6.36901354083204e-06
"Other","Sitio Lonas","2013",NA,NA,6956,1092947904,6.36443875736643e-06
"SF5","Magbangon","2014",NA,NA,15,2380800,6.30040322580645e-06
"Haina","Cabatoan","2013",24.5778997843548,25,3,482112,6.2226204699323e-06
"Haina","Magbangon","2013",24.7849757104057,27,3,482112,6.2226204699323e-06
"Haina","Palanas","2013",26.9920106136833,35,3,482112,6.2226204699323e-06
"SF1","Hicgop South","2011",NA,NA,6,964224,6.2226204699323e-06
"SF1","Tamakin Dacot","2013",NA,NA,6,964224,6.2226204699323e-06
"SF1","Visca","2013",NA,NA,6,964224,6.2226204699323e-06
"Tamakin Dacot","Elementary School","2013",16.3545910610978,154,3,482112,6.2226204699323e-06
"Tamakin Dacot","Caridad Cemetery","2012",20.820481733943,9,3,484096,6.19711792702274e-06
"Tamakin Dacot","Poroc San Flower","2012",12.3993174604494,175,3,484096,6.19711792702274e-06
"Other","Poroc Rose","2011",NA,NA,6745,1092947904,6.17138289511739e-06
"Other","Magbangon","2011",NA,NA,6556,1092947904,5.99845608011706e-06
"Other","Caridad Cemetery","2014",NA,NA,5365,899545600,5.96412233020761e-06
"Other","Cabatoan","2011",NA,NA,6072,1092947904,5.55561704064533e-06
"Other","SF4","2011",NA,NA,5927,1092947904,5.42294832014244e-06
"Other","Sitio Lonas","2012",NA,NA,5719,1097445632,5.21119209302206e-06
"Other","San Agustin","2011",NA,NA,5637,1092947904,5.15761087913665e-06
"Caridad Proper","Visca","2014",10.3684742357159,261,1,198400,5.04032258064516e-06
"Gabas","Magbangon","2014",16.1581187484931,87,1,198400,5.04032258064516e-06
"Haina","Cabatoan","2014",24.5778997843548,25,2,396800,5.04032258064516e-06
"Haina","Caridad Proper","2014",21.3552337005377,169,2,396800,5.04032258064516e-06
"Haina","Magbangon","2014",24.7849757104057,27,2,396800,5.04032258064516e-06
"Palanas","Elementary School","2014",10.3955120225186,204,1,198400,5.04032258064516e-06
"Palanas","Hicgop South","2014",8.77552677067879,195,1,198400,5.04032258064516e-06
"Palanas","Pangasugan","2014",NA,NA,1,198400,5.04032258064516e-06
"Palanas","Poroc San Flower","2014",14.623388790225,217,1,198400,5.04032258064516e-06
"Palanas","Sitio Tugas","2014",9.63741335627491,199,1,198400,5.04032258064516e-06
"Pangasugan","Cabatoan","2014",NA,NA,1,198400,5.04032258064516e-06
"Pangasugan","Sitio Baybayon","2014",NA,NA,1,198400,5.04032258064516e-06
"Poroc San Flower","SF6","2014",NA,NA,1,198400,5.04032258064516e-06
"San Agustin","Sitio Baybayon","2014",14.7598845132621,46,1,198400,5.04032258064516e-06
"San Agustin","Visca","2014",2.77577160643729,300,1,198400,5.04032258064516e-06
"SF1","Tamakin Dacot","2014",NA,NA,4,793600,5.04032258064516e-06
"SF4","SF6","2014",NA,NA,2,396800,5.04032258064516e-06
"SF5","Palanas","2014",NA,NA,12,2380800,5.04032258064516e-06
"SF6","CAI","2014",NA,NA,1,198400,5.04032258064516e-06
"SF6","Sitio Baybayon","2014",NA,NA,1,198400,5.04032258064516e-06
"SF6","Wangag","2014",NA,NA,1,198400,5.04032258064516e-06
"Sitio Tugas","SF6","2014",NA,NA,1,198400,5.04032258064516e-06
"Tamakin Dacot","Pangasugan","2014",NA,NA,2,396800,5.04032258064516e-06
"Tamakin Dacot","San Agustin","2014",12.9431079071849,1,2,396800,5.04032258064516e-06
"Visca","Cabatoan","2014",13.9687512766746,90,1,198400,5.04032258064516e-06
"Wangag","SF5","2014",NA,NA,1,198400,5.04032258064516e-06
"Other","Caridad Cemetery","2011",NA,NA,5482,1092947904,5.01579259170252e-06
"Other","Elementary School","2012",NA,NA,5370,1097445632,4.89318089517896e-06
"Other","Palanas","2014",NA,NA,4143,899545600,4.60565867922649e-06
"Other","Sitio Tugas","2013",NA,NA,4974,1092947904,4.55099459159583e-06
"Other","SF4","2013",NA,NA,4973,1092947904,4.55007963490271e-06
"Other","Poroc San Flower","2014",NA,NA,3927,899545600,4.36553744468318e-06
"Other","San Agustin","2013",NA,NA,4696,1092947904,4.29663663090752e-06
"CAI","SF5","2012",NA,NA,255,60269952,4.23096404656171e-06
"Other","Pangasugan","2013",NA,NA,4621,1092947904,4.22801487892327e-06
"Other","Cabatoan","2014",NA,NA,3775,899545600,4.19656324259715e-06
"Cabatoan","Visca","2013",13.9687512766746,241,1,241056,4.14841364662153e-06
"Caridad Cemetery","CAI","2011",37.5119107683828,13,1,241056,4.14841364662153e-06
"Caridad Cemetery","Haina","2013",22.050106611415,294,1,241056,4.14841364662153e-06
"Caridad Cemetery","SF4","2013",NA,NA,1,241056,4.14841364662153e-06
"Caridad Proper","Haina","2013",21.3552337005377,295,1,241056,4.14841364662153e-06
"Caridad Proper","Tamakin Dacot","2013",20.1183459764472,293,1,241056,4.14841364662153e-06
"Caridad Proper","Visca","2013",10.3684742357159,261,1,241056,4.14841364662153e-06
"Elementary School","Gabas","2013",8.35384165537914,266,1,241056,4.14841364662153e-06
"Elementary School","Magbangon","2011",7.98442483925902,128,1,241056,4.14841364662153e-06
"Elementary School","Palanas","2011",10.3955120225186,130,1,241056,4.14841364662153e-06
"Elementary School","Wangag","2011",9.87412896656161,127,1,241056,4.14841364662153e-06
"Haina","Gabas","2011",9.76388806466271,333,2,482112,4.14841364662153e-06
"Palanas","Poroc Rose","2011",15.4237354462504,226,1,241056,4.14841364662153e-06
"Palanas","Sitio Lonas","2013",13.5366192341433,211,1,241056,4.14841364662153e-06
"San Agustin","Gabas","2013",4.69383486209879,286,1,241056,4.14841364662153e-06
"San Agustin","Wangag","2011",13.5532790749203,116,1,241056,4.14841364662153e-06
"SF3","Poroc Rose","2011",NA,NA,5,1205280,4.14841364662153e-06
"SF6","Palanas","2013",NA,NA,1,241056,4.14841364662153e-06
"Sitio Baybayon","SF3","2011",NA,NA,2,482112,4.14841364662153e-06
"Sitio Lonas","Magbangon","2011",11.1296663262947,121,1,241056,4.14841364662153e-06
"Sitio Lonas","SF5","2013",NA,NA,1,241056,4.14841364662153e-06
"Sitio Tugas","Gabas","2013",9.17150421430282,269,1,241056,4.14841364662153e-06
"Wangag","Elementary School","2011",9.87412896656161,207,1,241056,4.14841364662153e-06
"Caridad Proper","Pangasugan","2012",NA,NA,1,242048,4.13141195134849e-06
"Palanas","Elementary School","2012",10.3955120225186,204,1,242048,4.13141195134849e-06
"Poroc Rose","Gabas","2012",3.19705081559734,277,1,242048,4.13141195134849e-06
"Poroc Rose","SF6","2012",NA,NA,1,242048,4.13141195134849e-06
"SF1","Pangasugan","2012",NA,NA,4,968192,4.13141195134849e-06
"Sitio Tugas","Pangasugan","2012",NA,NA,1,242048,4.13141195134849e-06
"Tamakin Dacot","SF1","2012",NA,NA,2,484096,4.13141195134849e-06
"Visca","SF6","2012",NA,NA,1,242048,4.13141195134849e-06
"Visca","Wangag","2012",16.078031642585,96,1,242048,4.13141195134849e-06
"Wangag","Pangasugan","2012",NA,NA,1,242048,4.13141195134849e-06
"Other","Sitio Tugas","2012",NA,NA,4436,1097445632,4.04211367802865e-06
"Other","Visca","2011",NA,NA,4353,1092947904,3.9828064851662e-06
"Other","San Agustin","2012",NA,NA,4256,1097445632,3.87809644131874e-06
"Other","Magbangon","2014",NA,NA,3466,899545600,3.85305647651436e-06
"Other","Wangag","2014",NA,NA,3423,899545600,3.80525456408213e-06
"Other","Pangasugan","2011",NA,NA,4134,1092947904,3.78243096937217e-06
"Other","Sitio Tugas","2014",NA,NA,3321,899545600,3.69186398110335e-06
"Other","Sitio Tugas","2011",NA,NA,3939,1092947904,3.6040144142131e-06
"Other","San Agustin","2014",NA,NA,3140,899545600,3.49065127993511e-06
"SF2","Visca","2014",NA,NA,2,595200,3.36021505376344e-06
"SF3","Sitio Baybayon","2011",NA,NA,4,1205280,3.31873091729723e-06
"Other","Pangasugan","2012",NA,NA,3379,1097445632,3.07896801579324e-06
"Other","Visca","2013",NA,NA,3194,1092947904,2.92237167783617e-06
"Other","Poroc Rose","2014",NA,NA,2614,899545600,2.90591160692688e-06
"SF2","Palanas","2011",NA,NA,2,723168,2.76560909774769e-06
"SF2","Tamakin Dacot","2012",NA,NA,2,726144,2.75427463423233e-06
"Other","Poroc Rose","2013",NA,NA,2889,1092947904,2.64330988643353e-06
"Other","Visca","2012",NA,NA,2782,1097445632,2.53497751403871e-06
"Hicgop South","SF6","2014",NA,NA,1,396800,2.52016129032258e-06
"SF4","Cabatoan","2014",NA,NA,1,396800,2.52016129032258e-06
"Sitio Baybayon","SF4","2014",NA,NA,1,396800,2.52016129032258e-06
"Sitio Baybayon","SF6","2014",NA,NA,1,396800,2.52016129032258e-06
"Sitio Baybayon","Visca","2014",12.0358563168247,322,1,396800,2.52016129032258e-06
"Tamakin Dacot","Magbangon","2014",23.5988979639063,31,1,396800,2.52016129032258e-06
"Tamakin Dacot","Visca","2014",10.1897266320616,178,1,396800,2.52016129032258e-06
"SF3","Haina","2013",NA,NA,3,1205280,2.48904818797292e-06
"Other","SF4","2012",NA,NA,2720,1097445632,2.47848268806085e-06
"SF5","Palanas","2011",NA,NA,7,2892672,2.41990796052923e-06
"SF5","Wangag","2011",NA,NA,7,2892672,2.41990796052923e-06
"Other","Pangasugan","2014",NA,NA,2162,899545600,2.40343569019736e-06
"Other","Poroc San Flower","2013",NA,NA,2539,1092947904,2.32307504384033e-06
"Other","Visca","2014",NA,NA,2071,899545600,2.30227350342217e-06
"Haina","Poroc Rose","2013",12.7500613492617,180,1,482112,2.07420682331077e-06
"SF4","Wangag","2011",NA,NA,1,482112,2.07420682331077e-06
"Other","Poroc San Flower","2012",NA,NA,2274,1097445632,2.07208442376852e-06
"Haina","Caridad Cemetery","2012",22.050106611415,170,1,484096,2.06570597567425e-06
"Haina","Palanas","2012",26.9920106136833,35,1,484096,2.06570597567425e-06
"Haina","SF1","2012",NA,NA,1,484096,2.06570597567425e-06
"Sitio Baybayon","SF4","2012",NA,NA,1,484096,2.06570597567425e-06
"Sitio Baybayon","SF5","2012",NA,NA,1,484096,2.06570597567425e-06
"Tamakin Dacot","Cabatoan","2012",23.3884325137891,29,1,484096,2.06570597567425e-06
"Tamakin Dacot","Magbangon","2012",23.5988979639063,31,1,484096,2.06570597567425e-06
"Tamakin Dacot","Sitio Baybayon","2012",2.00690512091702,33,1,484096,2.06570597567425e-06
"SF3","Haina","2014",NA,NA,2,992000,2.01612903225806e-06
"Other","Gabas","2014",NA,NA,1775,899545600,1.97321847830727e-06
"Other","Gabas","2011",NA,NA,2060,1092947904,1.88481078783422e-06
"SF3","Pangasugan","2013",NA,NA,2,1205280,1.65936545864861e-06
"SF3","SF4","2013",NA,NA,2,1205280,1.65936545864861e-06
"SF3","SF4","2012",NA,NA,2,1210240,1.6525647805394e-06
"Other","Poroc Rose","2012",NA,NA,1709,1097445632,1.55725254187353e-06
"Other","Gabas","2013",NA,NA,1632,1092947904,1.4932093231774e-06
"SF2","Poroc San Flower","2011",NA,NA,1,723168,1.38280454887384e-06
"SF2","Gabas","2012",NA,NA,1,726144,1.37713731711616e-06
"SF2","Visca","2012",NA,NA,1,726144,1.37713731711616e-06
"CAI","SF4","2012",NA,NA,73,60269952,1.21121715842747e-06
"SF1","Haina","2012",NA,NA,1,968192,1.03285298783712e-06
"SF3","Pangasugan","2014",NA,NA,1,992000,1.00806451612903e-06
"SF3","SF6","2013",NA,NA,1,1205280,8.29682729324306e-07
"SF3","Visca","2013",NA,NA,1,1205280,8.29682729324306e-07
"Other","Gabas","2012",NA,NA,624,1097445632,5.68593087261019e-07
"CAI","Magbangon","2013",36.5369117565946,326,29,60022944,4.83148577317367e-07
"CAI","SF5","2014",NA,NA,23,49401600,4.65571965280477e-07
"CAI","Visca","2012",38.5109343904408,339,25,60269952,4.14800396721736e-07
"CAI","Gabas","2012",39.004881087824,340,24,60269952,3.98208380852867e-07
"CAI","Palanas","2013",36.2691073087654,324,23,60022944,3.83186802699981e-07
"CAI","Cabatoan","2012",36.6107468025567,327,19,60269952,3.1524830150852e-07
"CAI","Magbangon","2012",36.5369117565946,326,14,60269952,2.32288222164172e-07
"CAI","Sitio Baybayon","2012",37.2246259586305,343,12,60269952,1.99104190426433e-07
"CAI","Haina","2012",37.78096281888,342,9,60269952,1.49328142819825e-07
"CAI","Palanas","2012",36.2691073087654,324,9,60269952,1.49328142819825e-07
"CAI","San Agustin","2012",38.7489692903279,336,9,60269952,1.49328142819825e-07
"CAI","Cabatoan","2013",36.6107468025567,327,7,60022944,1.16622070386951e-07
"CAI","Pangasugan","2012",NA,NA,7,60269952,1.16144111082086e-07
"CAI","Wangag","2013",36.4319242119535,325,6,60022944,9.99617746173863e-08
"CAI","SF2","2012",NA,NA,6,60269952,9.95520952132167e-08
"CAI","SF5","2013",NA,NA,5,60022944,8.33014788478219e-08
"CAI","Poroc Rose","2012",38.5971089154612,338,5,60269952,8.29600793443472e-08
"CAI","Tamakin Dacot","2012",37.8962819720814,341,5,60269952,8.29600793443472e-08
"CAI","Wangag","2012",36.4319242119535,325,4,60269952,6.63680634754778e-08
"CAI","Sitio Baybayon","2013",37.2246259586305,343,3,60022944,4.99808873086932e-08
"CAI","Caridad Proper","2012",37.6221874340169,329,2,60269952,3.31840317377389e-08
"CAI","Poroc San Flower","2012",38.8063694633589,337,2,60269952,3.31840317377389e-08
"CAI","Haina","2013",37.78096281888,342,1,60022944,1.66602957695644e-08
"CAI","SF1","2013",NA,NA,1,60022944,1.66602957695644e-08
"CAI","Tamakin Dacot","2013",37.8962819720814,341,1,60022944,1.66602957695644e-08
"CAI","Hicgop South","2012",38.1530161399208,330,1,60269952,1.65920158688694e-08
"CAI","SF6","2012",NA,NA,1,60269952,1.65920158688694e-08
"Cabatoan","CAI","2011",36.6107468025567,19,0,241056,0
"Cabatoan","Elementary School","2011",7.74042122042586,209,0,241056,0
"Cabatoan","Gabas","2011",15.9248209877409,246,0,241056,0
"Cabatoan","Gabas","2012",15.9248209877409,246,0,242048,0
"Cabatoan","Gabas","2013",15.9248209877409,246,0,241056,0
"Cabatoan","Gabas","2014",15.9248209877409,246,0,198400,0
"Cabatoan","Haina","2011",24.5778997843548,285,0,241056,0
"Cabatoan","Haina","2012",24.5778997843548,285,0,242048,0
"Cabatoan","Pangasugan","2011",NA,NA,0,241056,0
"Cabatoan","Poroc Rose","2011",12.7986271025087,231,0,241056,0
"Cabatoan","Poroc San Flower","2011",11.9838137599975,224,0,241056,0
"Cabatoan","San Agustin","2011",11.4243171337323,221,0,241056,0
"Cabatoan","SF3","2011",NA,NA,0,241056,0
"Cabatoan","SF4","2011",NA,NA,0,241056,0
"Cabatoan","SF4","2012",NA,NA,0,242048,0
"Cabatoan","SF4","2013",NA,NA,0,241056,0
"Cabatoan","SF4","2014",NA,NA,0,198400,0
"Cabatoan","SF5","2011",NA,NA,0,241056,0
"Cabatoan","SF6","2011",NA,NA,0,241056,0
"Cabatoan","SF6","2012",NA,NA,0,242048,0
"Cabatoan","SF6","2013",NA,NA,0,241056,0
"Cabatoan","Sitio Lonas","2011",10.8872204466828,214,0,241056,0
"Cabatoan","Sitio Tugas","2011",6.97778704506868,201,0,241056,0
"Cabatoan","Tamakin Dacot","2011",23.3884325137891,281,0,241056,0
"Cabatoan","Tamakin Dacot","2012",23.3884325137891,281,0,242048,0
"Cabatoan","Visca","2011",13.9687512766746,241,0,241056,0
"Cabatoan","Visca","2012",13.9687512766746,241,0,242048,0
"Cabatoan","Visca","2014",13.9687512766746,241,0,198400,0
"CAI","Cabatoan","2011",36.6107468025567,327,0,60022944,0
"CAI","Cabatoan","2014",36.6107468025567,327,0,49401600,0
"CAI","Caridad Cemetery","2011",37.5119107683828,328,0,60022944,0
"CAI","Caridad Cemetery","2012",37.5119107683828,328,0,60269952,0
"CAI","Caridad Cemetery","2013",37.5119107683828,328,0,60022944,0
"CAI","Caridad Cemetery","2014",37.5119107683828,328,0,49401600,0
"CAI","Caridad Proper","2011",37.6221874340169,329,0,60022944,0
"CAI","Caridad Proper","2013",37.6221874340169,329,0,60022944,0
"CAI","Caridad Proper","2014",37.6221874340169,329,0,49401600,0
"CAI","Elementary School","2011",38.0846165851528,334,0,60022944,0
"CAI","Elementary School","2012",38.0846165851528,334,0,60269952,0
"CAI","Elementary School","2013",38.0846165851528,334,0,60022944,0
"CAI","Elementary School","2014",38.0846165851528,334,0,49401600,0
"CAI","Gabas","2011",39.004881087824,340,0,60022944,0
"CAI","Gabas","2013",39.004881087824,340,0,60022944,0
"CAI","Gabas","2014",39.004881087824,340,0,49401600,0
"CAI","Haina","2011",37.78096281888,342,0,60022944,0
"CAI","Haina","2014",37.78096281888,342,0,49401600,0
"CAI","Hicgop South","2011",38.1530161399208,330,0,60022944,0
"CAI","Hicgop South","2013",38.1530161399208,330,0,60022944,0
"CAI","Hicgop South","2014",38.1530161399208,330,0,49401600,0
"CAI","Magbangon","2011",36.5369117565946,326,0,60022944,0
"CAI","Magbangon","2014",36.5369117565946,326,0,49401600,0
"CAI","Palanas","2011",36.2691073087654,324,0,60022944,0
"CAI","Palanas","2014",36.2691073087654,324,0,49401600,0
"CAI","Pangasugan","2011",NA,NA,0,60022944,0
"CAI","Pangasugan","2013",NA,NA,0,60022944,0
"CAI","Pangasugan","2014",NA,NA,0,49401600,0
"CAI","Poroc Rose","2011",38.5971089154612,338,0,60022944,0
"CAI","Poroc Rose","2013",38.5971089154612,338,0,60022944,0
"CAI","Poroc Rose","2014",38.5971089154612,338,0,49401600,0
"CAI","Poroc San Flower","2011",38.8063694633589,337,0,60022944,0
"CAI","Poroc San Flower","2013",38.8063694633589,337,0,60022944,0
"CAI","Poroc San Flower","2014",38.8063694633589,337,0,49401600,0
"CAI","San Agustin","2011",38.7489692903279,336,0,60022944,0
"CAI","San Agustin","2013",38.7489692903279,336,0,60022944,0
"CAI","San Agustin","2014",38.7489692903279,336,0,49401600,0
"CAI","SF1","2011",NA,NA,0,60022944,0
"CAI","SF1","2012",NA,NA,0,60269952,0
"CAI","SF1","2014",NA,NA,0,49401600,0
"CAI","SF2","2011",NA,NA,0,60022944,0
"CAI","SF2","2013",NA,NA,0,60022944,0
"CAI","SF2","2014",NA,NA,0,49401600,0
"CAI","SF3","2011",NA,NA,0,60022944,0
"CAI","SF3","2012",NA,NA,0,60269952,0
"CAI","SF3","2013",NA,NA,0,60022944,0
"CAI","SF3","2014",NA,NA,0,49401600,0
"CAI","SF4","2011",NA,NA,0,60022944,0
"CAI","SF4","2013",NA,NA,0,60022944,0
"CAI","SF4","2014",NA,NA,0,49401600,0
"CAI","SF5","2011",NA,NA,0,60022944,0
"CAI","SF6","2011",NA,NA,0,60022944,0
"CAI","SF6","2013",NA,NA,0,60022944,0
"CAI","SF6","2014",NA,NA,0,49401600,0
"CAI","Sitio Baybayon","2011",37.2246259586305,343,0,60022944,0
"CAI","Sitio Baybayon","2014",37.2246259586305,343,0,49401600,0
"CAI","Sitio Lonas","2011",38.8302576868779,335,0,60022944,0
"CAI","Sitio Lonas","2012",38.8302576868779,335,0,60269952,0
"CAI","Sitio Lonas","2013",38.8302576868779,335,0,60022944,0
"CAI","Sitio Lonas","2014",38.8302576868779,335,0,49401600,0
"CAI","Sitio Tugas","2011",38.1435748645998,331,0,60022944,0
"CAI","Sitio Tugas","2012",38.1435748645998,331,0,60269952,0
"CAI","Sitio Tugas","2013",38.1435748645998,331,0,60022944,0
"CAI","Sitio Tugas","2014",38.1435748645998,331,0,49401600,0
"CAI","Tamakin Dacot","2011",37.8962819720814,341,0,60022944,0
"CAI","Tamakin Dacot","2014",37.8962819720814,341,0,49401600,0
"CAI","Visca","2011",38.5109343904408,339,0,60022944,0
"CAI","Visca","2013",38.5109343904408,339,0,60022944,0
"CAI","Visca","2014",38.5109343904408,339,0,49401600,0
"CAI","Wangag","2011",36.4319242119535,325,0,60022944,0
"CAI","Wangag","2014",36.4319242119535,325,0,49401600,0
"Caridad Cemetery","Elementary School","2011",4.77585415072936,233,0,241056,0
"Caridad Cemetery","Gabas","2011",13.0800106975381,258,0,241056,0
"Caridad Cemetery","Gabas","2012",13.0800106975381,258,0,242048,0
"Caridad Cemetery","Gabas","2014",13.0800106975381,258,0,198400,0
"Caridad Cemetery","Haina","2011",22.050106611415,294,0,241056,0
"Caridad Cemetery","Haina","2012",22.050106611415,294,0,242048,0
"Caridad Cemetery","Pangasugan","2011",NA,NA,0,241056,0
"Caridad Cemetery","Poroc Rose","2011",9.9107454183565,251,0,241056,0
"Caridad Cemetery","Poroc San Flower","2011",9.05786494633732,243,0,241056,0
"Caridad Cemetery","San Agustin","2011",8.48939965705146,239,0,241056,0
"Caridad Cemetery","SF3","2011",NA,NA,0,241056,0
"Caridad Cemetery","SF4","2011",NA,NA,0,241056,0
"Caridad Cemetery","SF4","2012",NA,NA,0,242048,0
"Caridad Cemetery","SF4","2014",NA,NA,0,198400,0
"Caridad Cemetery","SF5","2011",NA,NA,0,241056,0
"Caridad Cemetery","SF6","2011",NA,NA,0,241056,0
"Caridad Cemetery","SF6","2012",NA,NA,0,242048,0
"Caridad Cemetery","SF6","2013",NA,NA,0,241056,0
"Caridad Cemetery","SF6","2014",NA,NA,0,198400,0
"Caridad Cemetery","Sitio Lonas","2011",7.93235105602247,230,0,241056,0
"Caridad Cemetery","Sitio Tugas","2011",3.98589537085982,223,0,241056,0
"Caridad Cemetery","Tamakin Dacot","2011",20.820481733943,292,0,241056,0
"Caridad Cemetery","Tamakin Dacot","2012",20.820481733943,292,0,242048,0
"Caridad Cemetery","Tamakin Dacot","2014",20.820481733943,292,0,198400,0
"Caridad Cemetery","Visca","2011",11.1170499867974,257,0,241056,0
"Caridad Cemetery","Visca","2012",11.1170499867974,257,0,242048,0
"Caridad Cemetery","Visca","2013",11.1170499867974,257,0,241056,0
"Caridad Cemetery","Visca","2014",11.1170499867974,257,0,198400,0
"Caridad Proper","CAI","2011",37.6221874340169,12,0,241056,0
"Caridad Proper","Elementary School","2011",4.01495979265945,237,0,241056,0
"Caridad Proper","Gabas","2011",12.3313979398098,260,0,241056,0
"Caridad Proper","Gabas","2012",12.3313979398098,260,0,242048,0
"Caridad Proper","Gabas","2013",12.3313979398098,260,0,241056,0
"Caridad Proper","Gabas","2014",12.3313979398098,260,0,198400,0
"Caridad Proper","Haina","2011",21.3552337005377,295,0,241056,0
"Caridad Proper","Haina","2012",21.3552337005377,295,0,242048,0
"Caridad Proper","Pangasugan","2011",NA,NA,0,241056,0
"Caridad Proper","Poroc Rose","2011",9.15713870255119,253,0,241056,0
"Caridad Proper","Poroc San Flower","2011",8.29929043854204,247,0,241056,0
"Caridad Proper","San Agustin","2011",7.72994839109529,242,0,241056,0
"Caridad Proper","SF4","2011",NA,NA,0,241056,0
"Caridad Proper","SF4","2012",NA,NA,0,242048,0
"Caridad Proper","SF4","2014",NA,NA,0,198400,0
"Caridad Proper","SF5","2011",NA,NA,0,241056,0
"Caridad Proper","SF5","2012",NA,NA,0,242048,0
"Caridad Proper","SF6","2011",NA,NA,0,241056,0
"Caridad Proper","SF6","2012",NA,NA,0,242048,0
"Caridad Proper","SF6","2013",NA,NA,0,241056,0
"Caridad Proper","SF6","2014",NA,NA,0,198400,0
"Caridad Proper","Sitio Lonas","2011",7.17087278024704,234,0,241056,0
"Caridad Proper","Sitio Tugas","2011",3.22263263749314,225,0,241056,0
"Caridad Proper","Tamakin Dacot","2011",20.1183459764472,293,0,241056,0
"Caridad Proper","Tamakin Dacot","2012",20.1183459764472,293,0,242048,0
"Caridad Proper","Visca","2011",10.3684742357159,261,0,241056,0
"Caridad Proper","Visca","2012",10.3684742357159,261,0,242048,0
"Elementary School","CAI","2014",38.0846165851528,8,0,198400,0
"Elementary School","Gabas","2011",8.35384165537914,266,0,241056,0
"Elementary School","Gabas","2012",8.35384165537914,266,0,242048,0
"Elementary School","Gabas","2014",8.35384165537914,266,0,198400,0
"Elementary School","Haina","2011",17.625238506364,309,0,241056,0
"Elementary School","Pangasugan","2011",NA,NA,0,241056,0
"Elementary School","Pangasugan","2012",NA,NA,0,242048,0
"Elementary School","Poroc Rose","2011",5.1630036993143,262,0,241056,0
"Elementary School","Poroc San Flower","2011",4.28736209804195,250,0,241056,0
"Elementary School","San Agustin","2011",3.71624288089285,248,0,241056,0
"Elementary School","SF4","2011",NA,NA,0,241056,0
"Elementary School","SF4","2012",NA,NA,0,242048,0
"Elementary School","SF4","2013",NA,NA,0,241056,0
"Elementary School","SF4","2014",NA,NA,0,198400,0
"Elementary School","SF5","2011",NA,NA,0,241056,0
"Elementary School","SF6","2011",NA,NA,0,241056,0
"Elementary School","SF6","2012",NA,NA,0,242048,0
"Elementary School","SF6","2013",NA,NA,0,241056,0
"Elementary School","SF6","2014",NA,NA,0,198400,0
"Elementary School","Tamakin Dacot","2011",16.3545910610978,306,0,241056,0
"Elementary School","Tamakin Dacot","2012",16.3545910610978,306,0,242048,0
"Elementary School","Tamakin Dacot","2013",16.3545910610978,306,0,241056,0
"Elementary School","Visca","2011",6.39564840604425,272,0,241056,0
"Elementary School","Visca","2012",6.39564840604425,272,0,242048,0
"Elementary School","Visca","2013",6.39564840604425,272,0,241056,0
"Gabas","CAI","2014",39.004881087824,171,0,198400,0
"Gabas","Haina","2011",9.76388806466271,41,0,241056,0
"Gabas","Palanas","2011",18.5270048321881,95,0,241056,0
"Gabas","SF6","2011",NA,NA,0,241056,0
"Gabas","Tamakin Dacot","2011",8.43842668542606,42,0,241056,0
"Gabas","Wangag","2011",18.0301766971931,93,0,241056,0
"Gabas","Wangag","2014",18.0301766971931,93,0,198400,0
"Haina","CAI","2014",37.78096281888,167,0,396800,0
"Haina","Caridad Cemetery","2013",22.050106611415,170,0,482112,0
"Haina","Caridad Cemetery","2014",22.050106611415,170,0,396800,0
"Haina","Caridad Proper","2013",21.3552337005377,169,0,482112,0
"Haina","Elementary School","2013",17.625238506364,138,0,482112,0
"Haina","Elementary School","2014",17.625238506364,138,0,396800,0
"Haina","Gabas","2013",9.76388806466271,333,0,482112,0
"Haina","Gabas","2014",9.76388806466271,333,0,396800,0
"Haina","Hicgop South","2013",19.3126421844879,153,0,482112,0
"Haina","Hicgop South","2014",19.3126421844879,153,0,396800,0
"Haina","Magbangon","2011",24.7849757104057,27,0,482112,0
"Haina","Palanas","2011",26.9920106136833,35,0,482112,0
"Haina","Palanas","2014",26.9920106136833,35,0,396800,0
"Haina","Poroc Rose","2011",12.7500613492617,180,0,482112,0
"Haina","Poroc Rose","2014",12.7500613492617,180,0,396800,0
"Haina","Poroc San Flower","2013",13.7061846175771,179,0,482112,0
"Haina","Poroc San Flower","2014",13.7061846175771,179,0,396800,0
"Haina","SF1","2013",NA,NA,0,482112,0
"Haina","SF2","2013",NA,NA,0,482112,0
"Haina","SF2","2014",NA,NA,0,396800,0
"Haina","Sitio Baybayon","2011",0.800707367317091,23,0,482112,0
"Haina","Sitio Lonas","2014",14.8456846831604,174,0,396800,0
"Haina","Sitio Tugas","2014",18.4303145606387,152,0,396800,0
