comparison,time_scale,data_source,log_like,iteration
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5233.13112638824,450
gen_total_bio_total,total_years,simulation,-48149.1679812452,451
gen_annual_bio_annual,annual,simulation,-41123.3554802369,451
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13066.3949013227,451
gen_monsoonal_bio_total,monsoonal,simulation,-30526.1746987503,451
gen_total_bio_total,total_years,simulation_subsample,-10866.7445424886,451
gen_annual_bio_annual,annual,simulation_subsample,-5004.18489628459,451
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1321.16594366927,451
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7058.81311125372,451
gen_total_bio_total,total_years,simulation,-53533.2432383316,452
gen_annual_bio_annual,annual,simulation,-42027.9346936648,452
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13063.8651201139,452
gen_monsoonal_bio_total,monsoonal,simulation,-32932.2345292981,452
gen_total_bio_total,total_years,simulation_subsample,-10807.8824358535,452
gen_annual_bio_annual,annual,simulation_subsample,-5675.05780984077,452
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1318.05673369331,452
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6844.99619057323,452
gen_total_bio_total,total_years,simulation,-47915.4941889448,453
gen_annual_bio_annual,annual,simulation,-39714.1184989955,453
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13642.671848224,453
gen_monsoonal_bio_total,monsoonal,simulation,-30531.144277522,453
gen_total_bio_total,total_years,simulation_subsample,-9635.79255368132,453
gen_annual_bio_annual,annual,simulation_subsample,-4207.73693166691,453
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1568.29991460479,453
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6350.05090797783,453
gen_total_bio_total,total_years,simulation,-45749.6840936558,454
gen_annual_bio_annual,annual,simulation,-40704.6245885334,454
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14259.4105990646,454
gen_monsoonal_bio_total,monsoonal,simulation,-30676.4592941319,454
gen_total_bio_total,total_years,simulation_subsample,-11804.5183929197,454
gen_annual_bio_annual,annual,simulation_subsample,-5516.58271039576,454
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1511.79129641911,454
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7566.58207105784,454
gen_total_bio_total,total_years,simulation,-46369.2996495965,455
gen_annual_bio_annual,annual,simulation,-39722.0553927264,455
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11869.9322455949,455
gen_monsoonal_bio_total,monsoonal,simulation,-29356.8758921592,455
gen_total_bio_total,total_years,simulation_subsample,-11501.5523165917,455
gen_annual_bio_annual,annual,simulation_subsample,-5531.15984161987,455
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1289.11232303332,455
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7415.83012781124,455
gen_total_bio_total,total_years,simulation,-53669.5460710839,456
gen_annual_bio_annual,annual,simulation,-44330.5971874531,456
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14200.4355686665,456
gen_monsoonal_bio_total,monsoonal,simulation,-37866.4588956372,456
gen_total_bio_total,total_years,simulation_subsample,-9622.84667252986,456
gen_annual_bio_annual,annual,simulation_subsample,-6374.70775326694,456
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1094.8792136228,456
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6734.85674104762,456
gen_total_bio_total,total_years,simulation,-51270.4401954767,457
gen_annual_bio_annual,annual,simulation,-41770.0546678232,457
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12320.1935846153,457
gen_monsoonal_bio_total,monsoonal,simulation,-32784.5557321547,457
gen_total_bio_total,total_years,simulation_subsample,-12093.4810938704,457
gen_annual_bio_annual,annual,simulation_subsample,-6258.9225987656,457
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1564.39714826026,457
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7787.10036437968,457
gen_total_bio_total,total_years,simulation,-41706.1483341742,458
gen_annual_bio_annual,annual,simulation,-42478.0692603005,458
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13334.9671462698,458
gen_monsoonal_bio_total,monsoonal,simulation,-28663.6822908475,458
gen_total_bio_total,total_years,simulation_subsample,-10411.2986229008,458
gen_annual_bio_annual,annual,simulation_subsample,-5224.05502779337,458
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1552.67329331468,458
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7541.17676128768,458
gen_total_bio_total,total_years,simulation,-48094.0866693431,459
gen_annual_bio_annual,annual,simulation,-39112.5719780675,459
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12306.2892678114,459
gen_monsoonal_bio_total,monsoonal,simulation,-28818.4086189716,459
gen_total_bio_total,total_years,simulation_subsample,-12409.6695459644,459
gen_annual_bio_annual,annual,simulation_subsample,-5954.79422715243,459
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1878.71789192583,459
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7951.56272281835,459
gen_total_bio_total,total_years,simulation,-44647.5132398737,460
gen_annual_bio_annual,annual,simulation,-41115.6493020844,460
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13901.155973196,460
gen_monsoonal_bio_total,monsoonal,simulation,-28975.6723890421,460
gen_total_bio_total,total_years,simulation_subsample,-12469.8426069929,460
gen_annual_bio_annual,annual,simulation_subsample,-6440.54786854565,460
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1507.05271848036,460
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8367.92654966489,460
gen_total_bio_total,total_years,simulation,-42853.715177173,461
gen_annual_bio_annual,annual,simulation,-40813.6692540752,461
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13021.5840827549,461
gen_monsoonal_bio_total,monsoonal,simulation,-29627.4640907188,461
gen_total_bio_total,total_years,simulation_subsample,-12298.4921344371,461
gen_annual_bio_annual,annual,simulation_subsample,-6085.20113702793,461
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1437.55798345569,461
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8178.27058276237,461
gen_total_bio_total,total_years,simulation,-48428.5226339971,462
gen_annual_bio_annual,annual,simulation,-42539.3847362147,462
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14018.3649050461,462
gen_monsoonal_bio_total,monsoonal,simulation,-32447.5116531345,462
gen_total_bio_total,total_years,simulation_subsample,-13879.2650368368,462
gen_annual_bio_annual,annual,simulation_subsample,-6073.04492462049,462
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2145.26715006681,462
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9727.2353833704,462
gen_total_bio_total,total_years,simulation,-44791.8051978585,463
gen_annual_bio_annual,annual,simulation,-40468.0753156033,463
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11390.6691306856,463
gen_monsoonal_bio_total,monsoonal,simulation,-28054.5230072069,463
gen_total_bio_total,total_years,simulation_subsample,-7162.55937212619,463
gen_annual_bio_annual,annual,simulation_subsample,-4488.31552238411,463
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-939.635769351753,463
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-4778.82137007025,463
gen_total_bio_total,total_years,simulation,-48538.6863168332,464
gen_annual_bio_annual,annual,simulation,-41958.5186636691,464
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13044.4614640401,464
gen_monsoonal_bio_total,monsoonal,simulation,-31482.6346456648,464
gen_total_bio_total,total_years,simulation_subsample,-11235.2557761337,464
gen_annual_bio_annual,annual,simulation_subsample,-5832.89021457042,464
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1286.7634312694,464
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7637.15532488466,464
gen_total_bio_total,total_years,simulation,-48324.1430371313,465
gen_annual_bio_annual,annual,simulation,-41214.491369127,465
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12107.5318160315,465
gen_monsoonal_bio_total,monsoonal,simulation,-32035.5703817923,465
gen_total_bio_total,total_years,simulation_subsample,-10252.9475235297,465
gen_annual_bio_annual,annual,simulation_subsample,-4291.69606522643,465
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1031.58683729738,465
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6973.00116643383,465
gen_total_bio_total,total_years,simulation,-50986.8710900234,466
gen_annual_bio_annual,annual,simulation,-41580.5125495341,466
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-15089.1157896758,466
gen_monsoonal_bio_total,monsoonal,simulation,-34128.9522304972,466
gen_total_bio_total,total_years,simulation_subsample,-9913.61901361102,466
gen_annual_bio_annual,annual,simulation_subsample,-4588.37159567127,466
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1359.55480563089,466
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6486.36514042689,466
gen_total_bio_total,total_years,simulation,-51412.6492862235,467
gen_annual_bio_annual,annual,simulation,-39662.6396925009,467
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14176.1023983464,467
gen_monsoonal_bio_total,monsoonal,simulation,-34895.2211263029,467
gen_total_bio_total,total_years,simulation_subsample,-8545.45208690296,467
gen_annual_bio_annual,annual,simulation_subsample,-5275.15871860311,467
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1308.90613306039,467
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5902.34446032356,467
gen_total_bio_total,total_years,simulation,-47164.3577093987,468
gen_annual_bio_annual,annual,simulation,-42437.8854753873,468
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14785.3505392731,468
gen_monsoonal_bio_total,monsoonal,simulation,-32579.4726060855,468
gen_total_bio_total,total_years,simulation_subsample,-14093.1345953733,468
gen_annual_bio_annual,annual,simulation_subsample,-6500.11653148955,468
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1311.9738185485,468
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9853.63380565944,468
gen_total_bio_total,total_years,simulation,-47481.8959184539,469
gen_annual_bio_annual,annual,simulation,-42794.1579938272,469
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11424.5875157689,469
gen_monsoonal_bio_total,monsoonal,simulation,-29867.1822489404,469
gen_total_bio_total,total_years,simulation_subsample,-10446.3175371466,469
gen_annual_bio_annual,annual,simulation_subsample,-4210.04810867029,469
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1154.59966004905,469
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6716.11171559585,469
gen_total_bio_total,total_years,simulation,-48858.472802665,470
gen_annual_bio_annual,annual,simulation,-44132.8781546064,470
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12485.3237067672,470
gen_monsoonal_bio_total,monsoonal,simulation,-32560.2446043413,470
gen_total_bio_total,total_years,simulation_subsample,-13553.4763911609,470
gen_annual_bio_annual,annual,simulation_subsample,-7309.87536828844,470
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1540.83282389322,470
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8822.14250906044,470
gen_total_bio_total,total_years,simulation,-49852.2564822472,471
gen_annual_bio_annual,annual,simulation,-42450.3497292355,471
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14168.8219721216,471
gen_monsoonal_bio_total,monsoonal,simulation,-30892.3311236184,471
gen_total_bio_total,total_years,simulation_subsample,-11053.656963017,471
gen_annual_bio_annual,annual,simulation_subsample,-5931.23360135623,471
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1813.39022367335,471
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6508.62400484712,471
gen_total_bio_total,total_years,simulation,-50071.4916670704,472
gen_annual_bio_annual,annual,simulation,-40145.3814299918,472
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13883.55896415,472
gen_monsoonal_bio_total,monsoonal,simulation,-31717.5731527977,472
gen_total_bio_total,total_years,simulation_subsample,-13882.6035144626,472
gen_annual_bio_annual,annual,simulation_subsample,-6976.83844630889,472
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1820.58342419005,472
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9109.88946734875,472
gen_total_bio_total,total_years,simulation,-47149.3182862524,473
gen_annual_bio_annual,annual,simulation,-43901.780190069,473
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14205.4149193835,473
gen_monsoonal_bio_total,monsoonal,simulation,-31380.3381968222,473
gen_total_bio_total,total_years,simulation_subsample,-13516.2337562984,473
gen_annual_bio_annual,annual,simulation_subsample,-6927.12230227111,473
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2086.71168816491,473
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9086.92866114956,473
gen_total_bio_total,total_years,simulation,-49251.8904845227,474
gen_annual_bio_annual,annual,simulation,-42146.9456589833,474
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14765.2956096174,474
gen_monsoonal_bio_total,monsoonal,simulation,-33064.6946170425,474
gen_total_bio_total,total_years,simulation_subsample,-9696.35133896763,474
gen_annual_bio_annual,annual,simulation_subsample,-5540.10198190353,474
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1501.38282435684,474
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6609.5264785752,474
gen_total_bio_total,total_years,simulation,-42165.1543212476,475
gen_annual_bio_annual,annual,simulation,-43348.3140890494,475
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11810.3632153886,475
gen_monsoonal_bio_total,monsoonal,simulation,-26445.0002806086,475
gen_total_bio_total,total_years,simulation_subsample,-13245.7746497197,475
gen_annual_bio_annual,annual,simulation_subsample,-6227.9872068134,475
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1304.47654506627,475
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8239.69385457596,475
gen_total_bio_total,total_years,simulation,-48614.5024747646,476
gen_annual_bio_annual,annual,simulation,-40372.1230771117,476
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14266.5666363604,476
gen_monsoonal_bio_total,monsoonal,simulation,-33345.4769370057,476
gen_total_bio_total,total_years,simulation_subsample,-12792.3426016767,476
gen_annual_bio_annual,annual,simulation_subsample,-5152.97506892336,476
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1981.00008951429,476
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8734.56776504199,476
gen_total_bio_total,total_years,simulation,-49294.7504531582,477
gen_annual_bio_annual,annual,simulation,-43713.4211057515,477
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14045.6449244851,477
gen_monsoonal_bio_total,monsoonal,simulation,-34450.6341127282,477
gen_total_bio_total,total_years,simulation_subsample,-9798.08819071632,477
gen_annual_bio_annual,annual,simulation_subsample,-4441.92812627005,477
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1592.65606486496,477
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7161.98523745749,477
gen_total_bio_total,total_years,simulation,-45806.7197813625,478
gen_annual_bio_annual,annual,simulation,-40464.8265693122,478
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13604.1373264793,478
gen_monsoonal_bio_total,monsoonal,simulation,-29185.9551700883,478
gen_total_bio_total,total_years,simulation_subsample,-9836.60461669933,478
gen_annual_bio_annual,annual,simulation_subsample,-4811.91093934029,478
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1227.94087318621,478
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5942.7764874998,478
gen_total_bio_total,total_years,simulation,-49279.7164953071,479
gen_annual_bio_annual,annual,simulation,-39630.0371161718,479
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13253.003779119,479
gen_monsoonal_bio_total,monsoonal,simulation,-32496.0460913715,479
gen_total_bio_total,total_years,simulation_subsample,-8876.22656601123,479
gen_annual_bio_annual,annual,simulation_subsample,-4482.86257665664,479
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1107.82992954651,479
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5807.02682177865,479
gen_total_bio_total,total_years,simulation,-50902.6249908628,480
gen_annual_bio_annual,annual,simulation,-43753.6529679699,480
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13240.3953343861,480
gen_monsoonal_bio_total,monsoonal,simulation,-32458.1467200844,480
gen_total_bio_total,total_years,simulation_subsample,-12814.9301526216,480
gen_annual_bio_annual,annual,simulation_subsample,-6641.76125829133,480
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1560.58276551656,480
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8090.33460390705,480
gen_total_bio_total,total_years,simulation,-42796.0362556402,481
gen_annual_bio_annual,annual,simulation,-39619.3892451186,481
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12097.9430203016,481
gen_monsoonal_bio_total,monsoonal,simulation,-27884.1303852649,481
gen_total_bio_total,total_years,simulation_subsample,-13663.0069663427,481
gen_annual_bio_annual,annual,simulation_subsample,-6412.79982183932,481
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1578.01673046336,481
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9135.169229908,481
gen_total_bio_total,total_years,simulation,-51660.2947443067,482
gen_annual_bio_annual,annual,simulation,-40743.1313124577,482
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12889.3460294602,482
gen_monsoonal_bio_total,monsoonal,simulation,-35578.5545545137,482
gen_total_bio_total,total_years,simulation_subsample,-11669.3205754516,482
gen_annual_bio_annual,annual,simulation_subsample,-6102.04583200469,482
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1297.01628414554,482
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7981.59172321079,482
gen_total_bio_total,total_years,simulation,-50450.4366869246,483
gen_annual_bio_annual,annual,simulation,-43676.4585851772,483
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11899.3223694162,483
gen_monsoonal_bio_total,monsoonal,simulation,-33545.2180111506,483
gen_total_bio_total,total_years,simulation_subsample,-13671.6870152987,483
gen_annual_bio_annual,annual,simulation_subsample,-5794.80442123164,483
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1587.62163211766,483
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8914.14026274501,483
gen_total_bio_total,total_years,simulation,-51221.2237767806,484
gen_annual_bio_annual,annual,simulation,-41981.3261008585,484
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12933.1564629764,484
gen_monsoonal_bio_total,monsoonal,simulation,-32647.2923355548,484
gen_total_bio_total,total_years,simulation_subsample,-11204.2431108506,484
gen_annual_bio_annual,annual,simulation_subsample,-4112.39414718246,484
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1721.22013899009,484
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7361.73048059614,484
gen_total_bio_total,total_years,simulation,-47769.2454487972,485
gen_annual_bio_annual,annual,simulation,-41326.3701453702,485
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13522.8106392098,485
gen_monsoonal_bio_total,monsoonal,simulation,-32680.6157158215,485
gen_total_bio_total,total_years,simulation_subsample,-13551.1286225836,485
gen_annual_bio_annual,annual,simulation_subsample,-6131.99358320117,485
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1863.33939841149,485
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9470.25792523563,485
gen_total_bio_total,total_years,simulation,-49551.9064853598,486
gen_annual_bio_annual,annual,simulation,-40871.6870280107,486
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12363.4278143912,486
gen_monsoonal_bio_total,monsoonal,simulation,-30933.9011876029,486
gen_total_bio_total,total_years,simulation_subsample,-9242.39653905599,486
gen_annual_bio_annual,annual,simulation_subsample,-4629.85920093115,486
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-585.040800831511,486
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5403.15351433576,486
gen_total_bio_total,total_years,simulation,-44710.7782540242,487
gen_annual_bio_annual,annual,simulation,-41206.3379320184,487
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13332.1162571058,487
gen_monsoonal_bio_total,monsoonal,simulation,-29301.3824611979,487
gen_total_bio_total,total_years,simulation_subsample,-11311.9362080061,487
gen_annual_bio_annual,annual,simulation_subsample,-5443.04664881604,487
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1173.58909933237,487
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7168.86709520537,487
gen_total_bio_total,total_years,simulation,-48615.896528714,488
gen_annual_bio_annual,annual,simulation,-41344.6985811635,488
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13223.4003025072,488
gen_monsoonal_bio_total,monsoonal,simulation,-32568.4963589463,488
gen_total_bio_total,total_years,simulation_subsample,-13546.7977105169,488
gen_annual_bio_annual,annual,simulation_subsample,-5864.85627994387,488
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2232.92734080421,488
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9202.1692138448,488
gen_total_bio_total,total_years,simulation,-44149.8604907118,489
gen_annual_bio_annual,annual,simulation,-43701.2199859154,489
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13630.2729158679,489
gen_monsoonal_bio_total,monsoonal,simulation,-30339.3592998971,489
gen_total_bio_total,total_years,simulation_subsample,-13918.2250691437,489
gen_annual_bio_annual,annual,simulation_subsample,-5667.55708699499,489
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1829.68196116321,489
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9530.82836290981,489
gen_total_bio_total,total_years,simulation,-47782.9842649221,490
gen_annual_bio_annual,annual,simulation,-42598.4784605052,490
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13955.5699128278,490
gen_monsoonal_bio_total,monsoonal,simulation,-32445.3839987096,490
gen_total_bio_total,total_years,simulation_subsample,-12476.6369453389,490
gen_annual_bio_annual,annual,simulation_subsample,-7102.04001604089,490
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1688.5452932565,490
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9127.27472029609,490
gen_total_bio_total,total_years,simulation,-50188.1109938898,491
gen_annual_bio_annual,annual,simulation,-41112.1568944962,491
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14217.3866262999,491
gen_monsoonal_bio_total,monsoonal,simulation,-33825.9977675441,491
gen_total_bio_total,total_years,simulation_subsample,-11842.8108817597,491
gen_annual_bio_annual,annual,simulation_subsample,-5318.50572647511,491
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1311.20777818719,491
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7938.76090698892,491
gen_total_bio_total,total_years,simulation,-48433.9298607077,492
gen_annual_bio_annual,annual,simulation,-41008.9794047068,492
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14186.2190295559,492
gen_monsoonal_bio_total,monsoonal,simulation,-31672.4708320061,492
gen_total_bio_total,total_years,simulation_subsample,-11482.0216428474,492
gen_annual_bio_annual,annual,simulation_subsample,-6326.41011748221,492
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1553.40246716418,492
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7272.95716944265,492
gen_total_bio_total,total_years,simulation,-46408.6203334577,493
gen_annual_bio_annual,annual,simulation,-38382.5947659553,493
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12818.5391123627,493
gen_monsoonal_bio_total,monsoonal,simulation,-30289.4451413539,493
gen_total_bio_total,total_years,simulation_subsample,-12826.5307490703,493
gen_annual_bio_annual,annual,simulation_subsample,-5810.39890029846,493
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1750.39040802572,493
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8773.09394694797,493
gen_total_bio_total,total_years,simulation,-46431.6628494092,494
gen_annual_bio_annual,annual,simulation,-41076.1938055004,494
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11742.604606229,494
gen_monsoonal_bio_total,monsoonal,simulation,-30068.9740975097,494
gen_total_bio_total,total_years,simulation_subsample,-11557.0000458983,494
gen_annual_bio_annual,annual,simulation_subsample,-5761.71879667873,494
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1235.37062595915,494
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7479.24006664721,494
gen_total_bio_total,total_years,simulation,-49139.5745841111,495
gen_annual_bio_annual,annual,simulation,-40599.5375425538,495
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12554.7753905047,495
gen_monsoonal_bio_total,monsoonal,simulation,-33929.8109097633,495
gen_total_bio_total,total_years,simulation_subsample,-12142.9683238676,495
gen_annual_bio_annual,annual,simulation_subsample,-6179.29843460389,495
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1356.95295219629,495
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8338.12091880667,495
gen_total_bio_total,total_years,simulation,-44171.5767969689,496
gen_annual_bio_annual,annual,simulation,-40412.4941664351,496
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13050.621545937,496
gen_monsoonal_bio_total,monsoonal,simulation,-29507.4748640476,496
gen_total_bio_total,total_years,simulation_subsample,-12957.5828050533,496
gen_annual_bio_annual,annual,simulation_subsample,-4956.79163380181,496
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1284.40719242231,496
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8493.57708361247,496
gen_total_bio_total,total_years,simulation,-43782.4539388713,497
gen_annual_bio_annual,annual,simulation,-41499.5817363683,497
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-10587.7295761075,497
gen_monsoonal_bio_total,monsoonal,simulation,-28307.7564047795,497
gen_total_bio_total,total_years,simulation_subsample,-11495.4163795555,497
gen_annual_bio_annual,annual,simulation_subsample,-5460.95044369289,497
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-744.470374473651,497
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7127.52216156669,497
gen_total_bio_total,total_years,simulation,-49738.5114202819,498
gen_annual_bio_annual,annual,simulation,-39639.2772878113,498
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13715.1187258946,498
gen_monsoonal_bio_total,monsoonal,simulation,-33065.8780304464,498
gen_total_bio_total,total_years,simulation_subsample,-12083.8771589263,498
gen_annual_bio_annual,annual,simulation_subsample,-5514.18770390115,498
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1271.85600721202,498
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7737.40923222087,498
gen_total_bio_total,total_years,simulation,-48725.4543537473,499
gen_annual_bio_annual,annual,simulation,-42119.086465209,499
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14288.9054562102,499
gen_monsoonal_bio_total,monsoonal,simulation,-32693.4104837247,499
gen_total_bio_total,total_years,simulation_subsample,-9844.56287446833,499
gen_annual_bio_annual,annual,simulation_subsample,-5373.04349571476,499
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-962.957851314554,499
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6106.23186358939,499
gen_total_bio_total,total_years,simulation,-50851.1532287627,500
