comparison,time_scale,data_source,log_like,iteration
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2230.31366369648,216
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8897.16435837139,216
gen_total_bio_total,total_years,simulation,-46960.5329852747,217
gen_annual_bio_annual,annual,simulation,-39830.9416303896,217
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12327.2664715057,217
gen_monsoonal_bio_total,monsoonal,simulation,-30066.4116799702,217
gen_total_bio_total,total_years,simulation_subsample,-9927.18618122864,217
gen_annual_bio_annual,annual,simulation_subsample,-4927.47457741837,217
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1100.57458697719,217
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6486.6579240596,217
gen_total_bio_total,total_years,simulation,-46325.0298308617,218
gen_annual_bio_annual,annual,simulation,-38249.0692075122,218
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12536.8098853412,218
gen_monsoonal_bio_total,monsoonal,simulation,-29034.1091653947,218
gen_total_bio_total,total_years,simulation_subsample,-10450.9052746727,218
gen_annual_bio_annual,annual,simulation_subsample,-5742.89318889769,218
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1583.6222243894,218
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6880.69411733889,218
gen_total_bio_total,total_years,simulation,-43060.8048201357,219
gen_annual_bio_annual,annual,simulation,-40675.2645234127,219
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11659.3664412601,219
gen_monsoonal_bio_total,monsoonal,simulation,-26618.0272424801,219
gen_total_bio_total,total_years,simulation_subsample,-9651.88556893288,219
gen_annual_bio_annual,annual,simulation_subsample,-4362.29482138804,219
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1237.23775001455,219
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6699.20784524307,219
gen_total_bio_total,total_years,simulation,-47808.6595427037,220
gen_annual_bio_annual,annual,simulation,-40009.5193243143,220
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12443.0854058137,220
gen_monsoonal_bio_total,monsoonal,simulation,-31979.8178038596,220
gen_total_bio_total,total_years,simulation_subsample,-10084.8548740018,220
gen_annual_bio_annual,annual,simulation_subsample,-5269.39528986801,220
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1397.08112202512,220
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6902.7180231875,220
gen_total_bio_total,total_years,simulation,-47948.7167604049,221
gen_annual_bio_annual,annual,simulation,-40659.4871287663,221
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-15021.7117341756,221
gen_monsoonal_bio_total,monsoonal,simulation,-32364.1902785244,221
gen_total_bio_total,total_years,simulation_subsample,-10679.3642508839,221
gen_annual_bio_annual,annual,simulation_subsample,-4691.85176349221,221
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1827.81828383182,221
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6836.11131286054,221
gen_total_bio_total,total_years,simulation,-49454.1275360451,222
gen_annual_bio_annual,annual,simulation,-42353.4575542242,222
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13628.1336425821,222
gen_monsoonal_bio_total,monsoonal,simulation,-33746.8790923189,222
gen_total_bio_total,total_years,simulation_subsample,-9961.16843808712,222
gen_annual_bio_annual,annual,simulation_subsample,-5206.91786463861,222
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1319.14195385864,222
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6948.99052786551,222
gen_total_bio_total,total_years,simulation,-49425.8442468682,223
gen_annual_bio_annual,annual,simulation,-42350.3543576511,223
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13400.4098360847,223
gen_monsoonal_bio_total,monsoonal,simulation,-32405.8563321486,223
gen_total_bio_total,total_years,simulation_subsample,-9175.15415940053,223
gen_annual_bio_annual,annual,simulation_subsample,-4352.98479962978,223
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-865.829858051383,223
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5781.88437258878,223
gen_total_bio_total,total_years,simulation,-49380.8040950721,224
gen_annual_bio_annual,annual,simulation,-43335.178450494,224
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12090.206730641,224
gen_monsoonal_bio_total,monsoonal,simulation,-31180.73870826,224
gen_total_bio_total,total_years,simulation_subsample,-10871.8147540627,224
gen_annual_bio_annual,annual,simulation_subsample,-5150.27830245688,224
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1086.55447496702,224
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7022.98216699716,224
gen_total_bio_total,total_years,simulation,-50902.7394484285,225
gen_annual_bio_annual,annual,simulation,-40830.5820283334,225
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14326.4499315993,225
gen_monsoonal_bio_total,monsoonal,simulation,-33935.6872702207,225
gen_total_bio_total,total_years,simulation_subsample,-10796.0515386954,225
gen_annual_bio_annual,annual,simulation_subsample,-5044.6802124549,225
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1932.18297330774,225
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7339.92817389423,225
gen_total_bio_total,total_years,simulation,-49327.0353690523,226
gen_annual_bio_annual,annual,simulation,-40268.6363709664,226
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12708.806639225,226
gen_monsoonal_bio_total,monsoonal,simulation,-32200.2682276288,226
gen_total_bio_total,total_years,simulation_subsample,-10215.3540749471,226
gen_annual_bio_annual,annual,simulation_subsample,-4183.2562668725,226
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1644.490734763,226
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6820.0765838432,226
gen_total_bio_total,total_years,simulation,-45948.7863463529,227
gen_annual_bio_annual,annual,simulation,-39302.4924471363,227
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12039.8877822224,227
gen_monsoonal_bio_total,monsoonal,simulation,-29443.3331392473,227
gen_total_bio_total,total_years,simulation_subsample,-9583.36782492867,227
gen_annual_bio_annual,annual,simulation_subsample,-4827.73288053968,227
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1430.13660525797,227
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6641.91082934446,227
gen_total_bio_total,total_years,simulation,-52176.7803489187,228
gen_annual_bio_annual,annual,simulation,-42529.5350630808,228
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13224.2573637482,228
gen_monsoonal_bio_total,monsoonal,simulation,-31665.2288976566,228
gen_total_bio_total,total_years,simulation_subsample,-11456.7286436654,228
gen_annual_bio_annual,annual,simulation_subsample,-5406.98280851326,228
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-879.781098731891,228
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6192.50519265688,228
gen_total_bio_total,total_years,simulation,-50680.9110804199,229
gen_annual_bio_annual,annual,simulation,-42574.8484775159,229
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12620.5489891734,229
gen_monsoonal_bio_total,monsoonal,simulation,-34528.2896554345,229
gen_total_bio_total,total_years,simulation_subsample,-12464.5134717315,229
gen_annual_bio_annual,annual,simulation_subsample,-5110.10545710505,229
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1502.09222629565,229
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8653.81320895134,229
gen_total_bio_total,total_years,simulation,-54140.920672104,230
gen_annual_bio_annual,annual,simulation,-42771.6419471644,230
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-16077.9407578228,230
gen_monsoonal_bio_total,monsoonal,simulation,-37203.1273968124,230
gen_total_bio_total,total_years,simulation_subsample,-12684.1747176449,230
gen_annual_bio_annual,annual,simulation_subsample,-6226.12967817337,230
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2007.04477465534,230
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9088.99740718092,230
gen_total_bio_total,total_years,simulation,-47289.0274608137,231
gen_annual_bio_annual,annual,simulation,-40258.6684665825,231
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13868.7894587014,231
gen_monsoonal_bio_total,monsoonal,simulation,-31661.1509408671,231
gen_total_bio_total,total_years,simulation_subsample,-8857.58467798254,231
gen_annual_bio_annual,annual,simulation_subsample,-5210.58336188181,231
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1231.4741785815,231
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6091.8035914772,231
gen_total_bio_total,total_years,simulation,-45899.1956612524,232
gen_annual_bio_annual,annual,simulation,-44188.6096312357,232
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13310.34495938,232
gen_monsoonal_bio_total,monsoonal,simulation,-30094.0969983535,232
gen_total_bio_total,total_years,simulation_subsample,-12289.6215201217,232
gen_annual_bio_annual,annual,simulation_subsample,-5295.70680274154,232
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1278.20517583426,232
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7944.64158882716,232
gen_total_bio_total,total_years,simulation,-46487.6888682843,233
gen_annual_bio_annual,annual,simulation,-42309.0713934429,233
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14163.8787680742,233
gen_monsoonal_bio_total,monsoonal,simulation,-31176.915433752,233
gen_total_bio_total,total_years,simulation_subsample,-15110.6872826069,233
gen_annual_bio_annual,annual,simulation_subsample,-6305.38645253173,233
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2261.47474806874,233
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9683.67191217614,233
gen_total_bio_total,total_years,simulation,-51260.0180842304,234
gen_annual_bio_annual,annual,simulation,-42219.3659345477,234
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14004.0401682183,234
gen_monsoonal_bio_total,monsoonal,simulation,-33482.584747755,234
gen_total_bio_total,total_years,simulation_subsample,-7699.34730700734,234
gen_annual_bio_annual,annual,simulation_subsample,-4039.99699997352,234
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-729.544909454457,234
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-4984.68980252422,234
gen_total_bio_total,total_years,simulation,-48707.8241501691,235
gen_annual_bio_annual,annual,simulation,-37968.7106562961,235
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-16177.7633861463,235
gen_monsoonal_bio_total,monsoonal,simulation,-35639.3247392394,235
gen_total_bio_total,total_years,simulation_subsample,-10070.7169325539,235
gen_annual_bio_annual,annual,simulation_subsample,-3999.13066905755,235
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1305.24664597972,235
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6948.95542724519,235
gen_total_bio_total,total_years,simulation,-45525.166259142,236
gen_annual_bio_annual,annual,simulation,-39501.8726535705,236
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12807.5893930224,236
gen_monsoonal_bio_total,monsoonal,simulation,-28205.5163805278,236
gen_total_bio_total,total_years,simulation_subsample,-9711.05004852187,236
gen_annual_bio_annual,annual,simulation_subsample,-4560.6456100844,236
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1172.02602622737,236
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5922.26579896925,236
gen_total_bio_total,total_years,simulation,-49314.2868404192,237
gen_annual_bio_annual,annual,simulation,-42936.86727574,237
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13842.9639590591,237
gen_monsoonal_bio_total,monsoonal,simulation,-32417.1665515765,237
gen_total_bio_total,total_years,simulation_subsample,-12542.6513436383,237
gen_annual_bio_annual,annual,simulation_subsample,-6728.26499188537,237
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1535.41439833659,237
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8735.87613879045,237
gen_total_bio_total,total_years,simulation,-41325.038813939,238
gen_annual_bio_annual,annual,simulation,-40672.4802227607,238
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12650.5320991517,238
gen_monsoonal_bio_total,monsoonal,simulation,-26367.1675719358,238
gen_total_bio_total,total_years,simulation_subsample,-12183.2178686598,238
gen_annual_bio_annual,annual,simulation_subsample,-4718.34713053003,238
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1567.47159476755,238
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7454.51806378164,238
gen_total_bio_total,total_years,simulation,-47418.6157421197,239
gen_annual_bio_annual,annual,simulation,-41818.8936185322,239
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14192.7463850036,239
gen_monsoonal_bio_total,monsoonal,simulation,-31920.4366718181,239
gen_total_bio_total,total_years,simulation_subsample,-10175.0319759891,239
gen_annual_bio_annual,annual,simulation_subsample,-5499.83856334235,239
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1342.57417010493,239
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6859.48535318682,239
gen_total_bio_total,total_years,simulation,-45268.8559947365,240
gen_annual_bio_annual,annual,simulation,-43090.959175768,240
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13585.3626977576,240
gen_monsoonal_bio_total,monsoonal,simulation,-31504.9405705166,240
gen_total_bio_total,total_years,simulation_subsample,-10245.1963203247,240
gen_annual_bio_annual,annual,simulation_subsample,-5832.4180813918,240
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1226.21206388592,240
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7576.51917700989,240
gen_total_bio_total,total_years,simulation,-45972.8216253944,241
gen_annual_bio_annual,annual,simulation,-41451.1721481409,241
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11408.9546526643,241
gen_monsoonal_bio_total,monsoonal,simulation,-29090.3221153529,241
gen_total_bio_total,total_years,simulation_subsample,-10105.1077886136,241
gen_annual_bio_annual,annual,simulation_subsample,-5428.37052225432,241
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1480.23601867713,241
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6705.96061816854,241
gen_total_bio_total,total_years,simulation,-40410.464322489,242
gen_annual_bio_annual,annual,simulation,-38666.8206006204,242
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-10925.2921786539,242
gen_monsoonal_bio_total,monsoonal,simulation,-26089.7895924351,242
gen_total_bio_total,total_years,simulation_subsample,-10457.6996532377,242
gen_annual_bio_annual,annual,simulation_subsample,-6110.78618328224,242
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1220.70877679727,242
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6413.2929167845,242
gen_total_bio_total,total_years,simulation,-46882.4583000896,243
gen_annual_bio_annual,annual,simulation,-44781.0124463438,243
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12899.290481431,243
gen_monsoonal_bio_total,monsoonal,simulation,-32349.2334657636,243
gen_total_bio_total,total_years,simulation_subsample,-13476.0843556348,243
gen_annual_bio_annual,annual,simulation_subsample,-6352.31004833923,243
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1517.54737860814,243
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9409.05729309056,243
gen_total_bio_total,total_years,simulation,-46753.97962435,244
gen_annual_bio_annual,annual,simulation,-40859.2366200199,244
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13976.8776062679,244
gen_monsoonal_bio_total,monsoonal,simulation,-31028.9463341629,244
gen_total_bio_total,total_years,simulation_subsample,-14504.0314871276,244
gen_annual_bio_annual,annual,simulation_subsample,-5200.12966905401,244
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1885.04294036815,244
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9132.88265413861,244
gen_total_bio_total,total_years,simulation,-45514.4826159801,245
gen_annual_bio_annual,annual,simulation,-36655.1758651194,245
