"fish_indiv","size","color","sex","gen_id","sample_id","site","date","anem_obs_time","anem_obs","gps","dive_type","year","input","par_fish_indiv","offs_site","par_site","year_match","matched_offs"
"698",4.7,"YR","J",698,"APCL13_468","Palanas",2013-05-31,"11:08:30",267,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"553",1.8,"YR","J",553,"APCL13_525","Caridad Cemetery",2013-06-02,"10:56:00",292,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"513",2.5,"YR","J",513,"APCL13_586","Sitio Baybayon",2013-06-03,"14:11:30",320,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"728",5.2,"YR","J",728,"APCL13_647","Palanas",2013-06-04,"14:39:00",361,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"624",4,"YR","J",624,"APCL13_439","Palanas",2013-05-31,"08:55:20",253,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"567",2.9,"YR","J",567,"APCL13_473","Palanas",2013-05-31,"11:33:30",270,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"551",4.1,"YR","J",551,"APCL13_475","Palanas",2013-05-31,"11:40:30",271,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"415",4.5,"WP","J",415,"APCL13_519","Caridad Proper",2013-06-02,"09:06:00",290,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"454",3.9,"YR","J",454,"APCL13_531","Hicgop South",2013-06-02,"14:22:00",295,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"688",3.2,"YR","J",688,"APCL13_593","Sitio Baybayon",2013-06-03,"14:39:30",323,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"595",5.8,"YR","J",595,"APCL13_639","Palanas",2013-06-04,"13:59:30",356,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"897",NA,NA,NA,897,"APCL13_018","Visca",2013-05-22,"15:54:00",10,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"416",2.9,"YR","J",416,"APCL13_509","Visca",2013-06-01,"17:07:00",286,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"373",3.7,"YR","J",373,"APCL13_514","Caridad Proper",2013-06-02,"08:47:00",288,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"372",5.2,"W","J",372,"APCL13_152","Haina",2013-05-26,"12:04:15",85,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"298",3.4,"YR","J",298,"APCL13_500","Visca",2013-06-01,"16:06:00",282,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"645",4.1,"YR","J",645,"APCL13_507","Visca",2013-06-01,"16:58:00",285,1,"C",2013,"offspring",25,"Visca","Visca",2013,"Y"
"478",5.9,"YR","J",478,"APCL13_122","Elementary School",2013-05-25,"13:03:00",66,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"694",3.5,"YR","J",694,"APCL13_321","Cabatoan",2013-05-29,"08:59:00",188,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"419",4.9,"W","J",419,"APCL13_463","Palanas",2013-05-31,"10:49:00",263,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"348",3.4,"YR","J",348,"APCL13_561","Sitio Baybayon",2013-06-03,"12:42:00",309,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"453",2.5,"YR","J",453,"APCL13_582","Sitio Baybayon",2013-06-03,"13:59:00",318,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"504",4.3,"W","J",504,"APCL13_617","Wangag",2013-06-04,"11:56:30",341,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"637",2.7,"BW","J",637,"APCL13_659","N.Magbangon",2013-06-04,"16:45:00",368,1,"C",2013,"offspring",445,"N.Magbangon","N.Magbangon",2013,"Y"
"618",3.4,"YR","J",618,"APCL13_661","N.Magbangon",2013-06-04,"16:48:00",369,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"790",3.5,"YR","J",790,"APCL13_662","N.Magbangon",2013-06-04,"16:52:30",370,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"605",4,"YR","J",605,"APCL13_138","Tamakin Dacot",2013-05-26,"09:59:30",76,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"392",3,"YR","J",392,"APCL13_153","Haina",2013-05-26,"12:04:15",85,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"433",5.3,"WP","J",433,"APCL13_615","Wangag",2013-06-04,"11:44:30",339,1,"C",2013,"offspring",NA,NA,NA,NA,"N"
"14",2.4,"W","J",14,"APCL13_453","Palanas",2013-05-31,"09:37:00",258,1,"C",2013,"offspring",2068,"Palanas","Wangag",2013,"Y"
"386",4.5,"Y","J",386,"APCL14_310","Sitio Baybayon",2014-06-22,"14:51:00",582,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"765",5.1,"Y","J",765,"APCL14_314","Sitio Baybayon",2014-06-22,"15:09:00",585,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"660",4.9,"Y","J",660,"APCL14_320","Sitio Baybayon",2014-06-22,"15:41:00",588,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"966",4.8,"YP","J",966,"APCL14_337","Wangag",2014-06-24,"09:55:00",650,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"744",4.6,"W","J",744,"APCL14_338","Wangag",2014-06-24,"10:00:00",651,1,"C",2014,"offspring",2076,"Wangag","Sitio Baybayon",2014,"Y"
"585",3.8,"W","J",585,"APCL14_441","Wangag",2014-06-24,"14:02:00",677,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"317",5,"Y","J",317,"APCL14_541","S.Magbangon",2014-07-02,"11:45:00",208,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"675",4,"YR","J",675,"APCL14_552","Palanas",2014-07-02,"12:54:00",740,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"423",4.5,"YR","J",423,"APCL14_449","Wangag",2014-06-24,"15:02:00",684,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"509",5.3,"W","J",509,"APCL14_460","N.Magbangon",2014-06-26,"10:28:00",693,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"308",4.4,"W","J",308,"APCL14_217","N.Magbangon",2014-06-18,"13:26:00",516,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"276",5.5,"YR","J",276,"APCL14_300","Sitio Baybayon",2014-06-22,"14:14:00",575,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"659",5.2,"YR","J",659,"APCL14_327","Wangag",2014-06-24,"09:17:00",643,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"713",4,"YR","J",713,"APCL14_018","Poroc San Flower",2014-06-10,"10:33:00",382,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2298",3.5,"YR","J",2298,"APCL14_066","Palanas",2014-06-13,"09:58:00",416,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"16",4.1,"YR","J",16,"APCL14_074","Palanas",2014-06-13,"10:40:00",422,1,"C",2014,"offspring",2129,"Palanas","Sitio Baybayon",2014,"Y"
"370",3.5,"YR","J",370,"APCL14_079","Palanas",2014-06-13,"11:02:00",425,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"333",4.9,"W","J",333,"APCL14_080","Palanas",2014-06-13,"11:01:00",426,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"598",4.4,"Y","J",598,"APCL14_167","Palanas",2014-06-17,"10:16:00",491,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"797",3.7,"Y","J",797,"APCL14_189","Palanas",2014-06-17,"14:16:00",264,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"336",5.9,"Y","J",336,"APCL14_223","N.Magbangon",2014-06-18,"13:53:00",520,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"661",4.2,"YR","J",661,"APCL14_445","Wangag",2014-06-24,"14:37:00",680,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"400",4.1,"W","J",400,"APCL14_446","Wangag",2014-06-24,"14:41:00",681,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"757",4.7,"W","J",757,"APCL14_453","N.Magbangon",2014-06-26,"09:31:00",688,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"475",5.6,"YR","J",475,"APCL14_046","Sitio Baybayon",2014-06-12,"15:22:00",406,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"736",4.4,"WR","J",736,"APCL14_237","N.Magbangon",2014-06-18,"14:49:00",529,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"305",4.4,"Y","J",305,"APCL14_246","N.Magbangon",2014-06-18,"15:42:00",535,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"512",5,"W","J",512,"APCL14_402","Wangag",2014-06-23,"15:58:00",628,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"277",5.3,"Y","J",277,"APCL14_412","Wangag",2014-06-23,"16:40:00",635,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"378",4.3,"Y","J",378,"APCL14_418","Wangag",2014-06-23,"16:50:00",638,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"610",5.7,"W","J",610,"APCL14_432","Wangag",2014-06-24,"13:16:00",670,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"603",4.6,"W","J",603,"APCL14_455","N.Magbangon",2014-06-26,"09:44:00",690,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"701",4.5,"W","J",701,"APCL14_020","Cabatoan",2014-06-11,"10:43:00",384,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"652",4.8,"YR","J",652,"APCL14_026","Cabatoan",2014-06-11,"12:13:00",390,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"759",3.6,"YR","J",759,"APCL14_039","Sitio Baybayon",2014-06-12,"14:44:00",401,1,"C",2014,"offspring",2051,"Sitio Baybayon","Sitio Baybayon",2014,"Y"
"493",3.7,"W","J",493,"APCL14_144","Sitio Baybayon",2014-06-16,"16:16:00",469,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2364",4.8,"W","J",2364,"APCL14_145","Sitio Baybayon",2014-06-16,"16:27:00",470,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"712",5.2,"W","J",712,"APCL14_162","Palanas",2014-06-17,"10:00:00",489,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"289",4.4,"W","J",289,"APCL14_187","Palanas",2014-06-17,"14:05:00",498,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2309",3.7,"Y","J",2309,"APCL14_190","Palanas",2014-06-17,"14:25:00",509,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"674",5.1,"YR","J",674,"APCL14_224","N.Magbangon",2014-06-18,"13:53:00",520,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"279",4.5,"YR","J",279,"APCL14_227","N.Magbangon",2014-06-18,"14:10:00",523,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"746",4.5,"Y","J",746,"APCL14_229","N.Magbangon",2014-06-18,"14:17:00",524,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"588",5.4,"Y","J",588,"APCL14_231","N.Magbangon",2014-06-18,"14:26:00",526,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"550",3.9,"Y","J",550,"APCL14_242","N.Magbangon",2014-06-18,"15:06:00",366,1,"C",2014,"offspring",340,"N.Magbangon","N.Magbangon",2014,"Y"
"619",5.4,"YR","J",619,"APCL14_251","Sitio Baybayon",2014-06-22,"09:02:00",543,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"768",5.1,"W","J",768,"APCL14_346","Wangag",2014-06-24,"10:36:00",657,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"786",4.5,"Y","J",786,"APCL14_385","Wangag",2014-06-23,"14:32:00",614,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"555",4.4,"Y","J",555,"APCL14_394","Wangag",2014-06-23,"15:26:00",621,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"284",4.5,"W","J",284,"APCL14_395","Wangag",2014-06-23,"15:28:00",622,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2552",5.5,"W","J",2552,"APCL14_423","Wangag",2014-06-24,"10:54:00",662,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"351",5.2,"YR","J",351,"APCL14_424","Wangag",2014-06-24,"10:58:00",663,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"387",4.3,"W","J",387,"APCL14_407","Wangag",2014-06-23,"16:16:00",632,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"302",4.2,"W","J",302,"APCL14_408","Wangag",2014-06-23,"16:19:00",633,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"527",5,"W","J",527,"APCL14_410","Wangag",2014-06-23,"16:26:00",634,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2554",4.9,"W","J",2554,"APCL14_417","Wangag",2014-06-23,"16:50:00",638,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2307",3.6,"Y","J",2307,"APCL14_420","Wangag",2014-06-23,"16:59:00",639,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2308",3.7,"W","J",2308,"APCL14_389","Wangag",2014-06-23,"15:09:00",616,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"499",4.8,"YR","J",499,"APCL14_307","Sitio Baybayon",2014-06-22,"14:40:00",579,1,"C",2014,"offspring",961,"Sitio Baybayon","Sitio Baybayon",2014,"Y"
"418",4.5,"W","J",418,"APCL14_303","Sitio Baybayon",2014-06-22,"14:27:00",577,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"406",4.5,"Y","J",406,"APCL14_302","Sitio Baybayon",2014-06-22,"14:17:00",576,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"524",4.3,"Y","J",524,"APCL14_311","Sitio Baybayon",2014-06-22,"14:56:00",583,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"393",4,"Y","J",393,"APCL14_540","Poroc Rose",2014-07-01,"11:59:00",734,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"566",4.4,"W","J",566,"APCL14_542","S.Magbangon",2014-07-02,"11:48:00",206,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"452",4,"W","J",452,"APCL14_443","Wangag",2014-06-24,"14:28:00",636,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"456",4.5,"W","J",456,"APCL14_325","Wangag",2014-06-24,"09:05:00",641,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"364",3.8,"YR","J",364,"APCL14_339","Wangag",2014-06-24,"10:05:00",652,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"711",4.4,"W","J",711,"APCL14_382","Wangag",2014-06-23,"14:14:00",611,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"573",4.3,"W","J",573,"APCL14_421","Wangag",2014-06-24,"10:47:00",660,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"6",4.8,"W","J",6,"APCL14_437","Wangag",2014-06-24,"13:30:00",673,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"330",4.4,"Y","J",330,"APCL14_002","Visca",2014-06-07,"15:01:00",375,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"782",4.8,"W","J",782,"APCL14_064","Palanas",2014-06-13,"09:51:00",415,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2321",4.5,"YR","J",2321,"APCL14_071","Palanas",2014-06-13,"10:22:00",420,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"412",4,"WR","J",412,"APCL14_076","Palanas",2014-06-13,"10:44:00",423,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"326",5.2,"YR","J",326,"APCL14_077","Palanas",2014-06-13,"10:52:00",424,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"602",5.6,"W","J",602,"APCL14_114","Haina",2014-06-16,"09:54:00",445,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"542",4.1,"W","J",542,"APCL14_143","Sitio Baybayon",2014-06-16,"16:11:00",468,1,"C",2014,"offspring",626,"Sitio Baybayon","Sitio Baybayon",2014,"Y"
"321",3.6,"Y","J",321,"APCL14_200","S.Magbangon",2014-06-18,"08:51:00",214,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"441",4.4,"Y","J",441,"APCL14_209","N.Magbangon",2014-06-18,"10:10:00",482,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2286",5,"YR","J",2286,"APCL14_101","Palanas",2014-06-13,"15:14:00",436,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"579",4.8,"W","J",579,"APCL14_185","Palanas",2014-06-17,"11:45:00",502,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"500",5.6,"YR","J",500,"APCL14_193","Palanas",2014-06-17,"14:50:00",536,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"362",4.1,"YR","J",362,"APCL14_461","N.Magbangon",2014-06-26,"10:37:00",694,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"642",4.9,"YR","J",642,"APCL14_045","Sitio Baybayon",2014-06-12,"15:22:00",406,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"644",4.4,"YR","J",644,"APCL14_061","Sitio Baybayon",2014-06-12,"16:49:00",413,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2366",4.4,"Y","J",2366,"APCL14_063","Sitio Baybayon",2014-06-12,"17:07:00",414,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2314",4.5,"Y","J",2314,"APCL14_134","Sitio Baybayon",2014-06-16,"15:33:00",464,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"426",4.3,"YR","J",426,"APCL14_152","Sitio Baybayon",2014-06-16,"16:55:00",475,1,"C",2014,"offspring",1028,"Sitio Baybayon","Sitio Baybayon",2014,"Y"
"561",5,"YR","J",561,"APCL14_160","Palanas",2014-06-17,"09:43:00",488,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"591",4.7,"YR","J",591,"APCL14_194","Palanas",2014-06-17,"14:50:00",536,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"481",3.7,"Y","J",481,"APCL14_210","N.Magbangon",2014-06-18,"10:20:00",483,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"420",4,"W","J",420,"APCL14_218","N.Magbangon",2014-06-18,"13:30:00",517,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"275",5.5,"Y","J",275,"APCL14_236","N.Magbangon",2014-06-18,"14:49:00",529,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"796",4.7,"Y","J",796,"APCL14_386","Wangag",2014-06-23,"14:51:00",NA,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2373",4.3,"WR","J",2373,"APCL14_403","Wangag",2014-06-23,"15:58:00",628,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2367",5.6,"Y","J",2367,"APCL14_404","Wangag",2014-06-23,"16:02:00",629,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"640",NA,"Y","J",640,"APCL14_411","Wangag",2014-06-23,"16:26:00",634,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"582",4.1,"YR","J",582,"APCL14_048","Sitio Baybayon",2014-06-12,"15:33:00",407,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"469",4.3,"YR","J",469,"APCL14_058","Sitio Baybayon",2014-06-12,"16:41:00",NA,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"545",5.8,"YR","J",545,"APCL14_103","Palanas",2014-06-13,"15:21:00",437,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2319",5,"YR","J",2319,"APCL14_107","Palanas",2014-06-13,"15:41:00",440,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"969",4.2,"O","J",969,"APCL14_127","Haina",2014-06-16,"11:54:00",456,1,"C",2014,"offspring",703,"Haina","S.Magbangon",2014,"Y"
"521",4,"W","J",521,"APCL14_206","S.Magbangon",2014-06-18,"09:30:00",480,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"718",5.6,"WP","J",718,"APCL14_207","S.Magbangon",2014-06-18,"09:30:00",480,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"625",5.6,"Y","J",625,"APCL14_228","N.Magbangon",2014-06-18,"14:10:00",523,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"502",4.6,"YR","J",502,"APCL14_232","N.Magbangon",2014-06-18,"14:23:00",525,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"461",5,"W","J",461,"APCL14_234","N.Magbangon",2014-06-18,"14:40:00",528,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"795",5.1,"Y","J",795,"APCL14_238","N.Magbangon",2014-06-18,"14:56:00",530,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"314",4.1,"W","J",314,"APCL14_396","Wangag",2014-06-23,"15:31:00",623,1,"C",2014,"offspring",2129,"Wangag","Sitio Baybayon",2014,"Y"
"325",5.2,"W","J",325,"APCL14_425","Wangag",2014-06-24,"11:04:00",664,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"1029",5.4,"Y","J",1029,"APCL14_419","Wangag",2014-06-23,"16:59:00",639,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"304",4.3,"YR","J",304,"APCL14_431","Wangag",2014-06-24,"13:16:00",670,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"5",4.6,"YR","J",5,"APCL14_295","Sitio Baybayon",2014-06-22,"13:50:00",572,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"540",4.9,"Y","J",540,"APCL14_296","Sitio Baybayon",2014-06-22,"14:02:00",573,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"483",5,"YR","J",483,"APCL14_277","Sitio Baybayon",2014-06-22,"10:48:00",560,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"677",4,"YR","J",677,"APCL14_347","Wangag",2014-06-24,"10:36:00",657,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"599",4.4,"W","J",599,"APCL14_428","Wangag",2014-06-24,"11:18:00",667,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"965",4.4,"O","J",965,"APCL14_435","Wangag",2014-06-24,"13:24:00",672,1,"C",2014,"offspring",448,"Wangag","Palanas",2014,"Y"
"608",3.6,"YR","J",608,"APCL14_173","Palanas",2014-06-17,"10:43:00",494,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"570",4.8,"YR","J",570,"APCL14_024","Cabatoan",2014-06-11,"11:59:00",187,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"773",4.7,"YR","J",773,"APCL14_025","Cabatoan",2014-06-11,"12:08:00",389,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"686",3.7,"W","J",686,"APCL14_027","Cabatoan",2014-06-11,"12:23:00",391,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"781",5.3,"YR","J",781,"APCL14_038","Sitio Baybayon",2014-06-12,"14:44:00",401,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"531",5.5,"Y","J",531,"APCL14_241","N.Magbangon",2014-06-18,"15:02:00",531,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"636",4.1,"W","J",636,"APCL14_028","Cabatoan",2014-06-11,"12:30:00",NA,1,"C",2014,"offspring",2062,"Cabatoan","S.Magbangon",2014,"Y"
"281",5.1,"W","J",281,"APCL14_426","Wangag",2014-06-24,"11:08:00",665,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"485",4,"W","J",485,"APCL14_031","Tamakin Dacot",2014-06-12,"11:03:00",83,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"581",4.4,"W","J",581,"APCL14_205","S.Magbangon",2014-06-18,"09:12:00",479,1,"C",2014,"offspring",962,"S.Magbangon","Cabatoan",2014,"Y"
"748",5.8,"Y","J",748,"APCL14_233","N.Magbangon",2014-06-18,"14:33:00",527,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"435",4.5,"YR","J",435,"APCL14_219","N.Magbangon",2014-06-18,"13:37:00",518,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"405",4.7,"YR","J",405,"APCL14_225","N.Magbangon",2014-06-18,"13:58:00",521,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"285",3.2,"Y","J",285,"APCL14_174","Palanas",2014-06-17,"10:49:00",495,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"730",4.6,"W","J",730,"APCL14_216","N.Magbangon",2014-06-18,"13:21:00",515,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"546",4.3,"Y","J",546,"APCL14_212","N.Magbangon",2014-06-18,"10:28:00",511,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"745",5.6,"Y","J",745,"APCL14_179","Palanas",2014-06-17,"11:13:00",498,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"427",5.3,NA,NA,427,"APCL14_054","Sitio Baybayon",2014-06-12,"16:09:00",410,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"672",5.5,"YR","J",672,"APCL14_099","Palanas",2014-06-13,"15:06:00",435,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"547",4.5,"YR","J",547,"APCL14_191","Palanas",2014-06-17,"14:25:00",509,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"607",5.2,"YR","J",607,"APCL14_089","Palanas",2014-06-13,"11:33:00",429,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"578",4.2,"W","J",578,"APCL14_406","Wangag",2014-06-23,"16:14:00",631,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"670",3.6,"YR","J",670,"APCL14_434","Wangag",2014-06-24,"13:21:00",671,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"471",4.8,"W","J",471,"APCL14_439","Wangag",2014-06-24,"13:49:00",675,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"329",4.8,"YR","J",329,"APCL14_440","Wangag",2014-06-24,"13:56:00",676,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2559",5.5,"Y","J",2559,"APCL14_399","Wangag",2014-06-23,"15:50:00",626,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"537",5.8,"Y","J",537,"APCL14_401","Wangag",2014-06-23,"15:52:00",627,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"335",5.5,"Y","J",335,"APCL14_186","Palanas",2014-06-17,"13:58:00",503,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"681",5.7,"Y","J",681,"APCL14_192","Palanas",2014-06-17,"14:40:00",121,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"707",5.3,"W","J",707,"APCL14_324","Wangag",2014-06-24,"08:45:00",640,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"1046",3.6,"YR","J",1046,"APCL14_332","Wangag",2014-06-24,"09:38:00",647,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2375",4.4,"W","J",2375,"APCL14_329","Wangag",2014-06-24,"09:22:00",646,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"352",4.6,"YR","J",352,"APCL14_336","Wangag",2014-06-24,"09:52:00",649,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2381",4.2,"W","J",2381,"APCL14_405","Wangag",2014-06-23,"16:07:00",630,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"739",4.8,"W","J",739,"APCL14_429","Wangag",2014-06-24,"11:27:00",668,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"734",4,"Y","J",734,"APCL14_430","Wangag",2014-06-24,"11:25:00",669,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2399",4.2,"YP","J",2399,"APCL14_051","Sitio Baybayon",2014-06-12,"15:56:00",409,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
