fish_indiv year size color sex gen_id ligation_id sample_id
663 2013 9.6 YP F 663 L0274 APCL13_241
2166 2013 6.5 O M 2166 L0272 APCL13_239
2251 2013 7 YP F 2251 L0267 APCL13_233
1791 2013 5.9 YP F 1791 L0266 APCL13_231
1819 2013 6.5 YP F 1819 L0263 APCL13_228
2536 2013 6.2 YP J 2536 L0261 APCL13_226
457 2013 7.9 O M 457 L0260 APCL13_225
1809 2013 6.9 YP F 1809 L0257 APCL13_222
558 2013 8.2 O M 558 L0255 APCL13_220
889 2012 8.1 O M 889 L5655 APCL12_255
413 2012 7.7 O M 413 L2987 APCL12_190
2074 2012 7.3 Y F 2074 L2581 APCL12_186
203 2012 6.3 Y J 203 L2568 APCL12_155
196 2012 9.1 O M 196 L2567 APCL12_145
250 2012 6.1 NA NA 250 L2565 APCL12_079
211 2012 10.2 NA NA 211 L2553 APCL12_024
974 2012 6.5 O M 974 L2484 APCL12_185
135 2012 9.4 O M 135 L2482 APCL12_172
2122 2012 8.3 Y J 2122 L2478 APCL12_157
2062 2012 9.3 Y F 2062 L2477 APCL12_154
2316 2012 8.2 O M 2316 L2476 APCL12_142
223 2012 9 O M 223 L2475 APCL12_137
2123 2012 7.2 Y J 2123 L2474 APCL12_135
155 2012 6.1 NA NA 155 L2473 APCL12_073
197 2012 7.7 NA NA 197 L2465 APCL12_033
221 2012 11 NA NA 221 L2464 APCL12_028
978 2012 6.7 O M 978 L2435 APCL12_251
2329 2012 6.6 Y J 2329 L2434 APCL12_249
2107 2012 8.5 Y F 2107 L2433 APCL12_244
976 2012 5.3 O M 976 L2432 APCL12_221
157 2012 6.5 Y J 157 L2428 APCL12_175
263 2012 9 O M 263 L2426 APCL12_161
131 2012 9.6 O M 131 L2425 APCL12_148
251 2012 9 O M 251 L2423 APCL12_140
99 2012 7.2 O M 99 L2422 APCL12_131
159 2012 10.1 O M 159 L2419 APCL12_075
191 2012 10.2 NA NA 191 L2417 APCL12_066
2067 2012 10.1 Y F 2067 L2416 APCL12_064
662 2012 7.1 NA NA 662 L2415 APCL12_062
198 2012 9 NA NA 198 L2413 APCL12_060
239 2012 7.7 NA NA 239 L2411 APCL12_046
97 2012 8.3 NA NA 97 L2408 APCL12_044
130 2012 10 NA NA 130 L2407 APCL12_043
113 2012 9.3 NA NA 113 L2405 APCL12_035
112 2012 10.6 NA NA 112 L2404 APCL12_027
877 2012 9.3 O M 877 L2389 APCL12_247
2106 2012 7.4 Y F 2106 L2388 APCL12_220
2102 2012 7.5 Y F 2102 L2387 APCL12_215
254 2012 7.7 O M 254 L2382 APCL12_174
171 2012 9.7 O M 171 L2381 APCL12_165
173 2012 9.2 O M 173 L2380 APCL12_164
2120 2012 7.4 Y J 2120 L2379 APCL12_163
2064 2012 9.4 Y F 2064 L2378 APCL12_156
117 2012 6.2 Y J 117 L2377 APCL12_151
2058 2012 10.2 Y F 2058 L2376 APCL12_146
962 2012 9.8 O M 962 L2374 APCL12_139
463 2012 7 Y J 463 L2373 APCL12_134
109 2012 6.4 NA NA 109 L2371 APCL12_129
108 2012 6.3 NA NA 108 L2370 APCL12_127
180 2012 7.4 NA NA 180 L2367 APCL12_101
150 2012 9.7 O M 150 L2366 APCL12_097
136 2012 10.7 O M 136 L2365 APCL12_087
620 2012 8.4 O M 620 L2364 APCL12_078
179 2012 9.2 NA NA 179 L2363 APCL12_059
142 2012 9.2 NA NA 142 L2360 APCL12_047
260 2012 10 NA NA 260 L2358 APCL12_042
257 2012 10.2 NA NA 257 L2357 APCL12_041
253 2012 10.9 NA NA 253 L2356 APCL12_040
194 2012 9.5 NA NA 194 L2355 APCL12_036
146 2012 10.4 NA NA 146 L2345 APCL12_030
2100 2012 9.5 Y F 2100 L2328 APCL12_285
869 2012 6.4 Y J 869 L2327 APCL12_284
2044 2012 8.5 Y F 2044 L2324 APCL12_281
868 2012 7.3 O M 868 L2323 APCL12_280
862 2012 7.9 O M 862 L2320 APCL12_277
2369 2012 6.2 Y J 2369 L2318 APCL12_274
865 2012 8.1 O M 865 L2317 APCL12_273
2098 2012 9.1 Y F 2098 L2316 APCL12_272
2101 2012 9.3 Y F 2101 L2314 APCL12_270
864 2012 8.8 O M 864 L2313 APCL12_269
867 2012 9.1 O M 867 L2312 APCL12_268
875 2012 7 Y J 875 L2311 APCL12_267
866 2012 9.2 O M 866 L2309 APCL12_265
872 2012 9.5 O M 872 L2308 APCL12_264
874 2012 8.7 O M 874 L2307 APCL12_263
2099 2012 10.7 Y F 2099 L2306 APCL12_262
861 2012 6.8 Y J 861 L2305 APCL12_261
885 2012 8.1 O M 885 L2304 APCL12_260
2105 2012 9.6 Y F 2105 L2303 APCL12_259
887 2012 6.2 Y J 887 L2302 APCL12_257
886 2012 10.3 O M 886 L2301 APCL12_254
2104 2012 9.8 Y F 2104 L2300 APCL12_253
890 2012 8.7 O M 890 L2299 APCL12_252
880 2012 7.9 O M 880 L2298 APCL12_246
883 2012 8.9 O M 883 L2297 APCL12_245
2103 2012 10.3 Y F 2103 L2296 APCL12_243
881 2012 8 O M 881 L2295 APCL12_242
882 2012 11.2 O M 882 L2294 APCL12_241
884 2012 8.9 O M 884 L2293 APCL12_240
977 2012 6.3 O M 977 L2290 APCL12_216
2055 2012 8.3 Y F 2055 L2287 APCL12_211
200 2012 8 O M 200 L2282 APCL12_201
2065 2012 8.8 Y F 2065 L2279 APCL12_197
163 2012 8 O M 163 L2278 APCL12_194
2063 2012 9.9 Y F 2063 L2277 APCL12_171
255 2012 8.7 O M 255 L2275 APCL12_159
2052 2012 8.6 Y F 2052 L2272 APCL12_130
764 2012 6.4 NA NA 764 L2269 APCL12_100
583 2012 7.4 Y J 583 L2268 APCL12_096
256 2012 9 O M 256 L2267 APCL12_089
209 2012 6.6 NA NA 209 L2266 APCL12_086
460 2012 8 O M 460 L2265 APCL12_077
222 2012 8.8 NA NA 222 L2264 APCL12_070
248 2012 9.4 O M 248 L2263 APCL12_069
226 2012 10.4 NA NA 226 L2259 APCL12_032
25 2012 10.4 NA NA 25 L2554 APCL12_029
208 2012 7.5 O M 208 L2229 APCL12_210
162 2012 6.4 Y J 162 L2228 APCL12_209
2119 2012 8.1 Y J 2119 L2225 APCL12_150
2050 2012 9.3 Y F 2050 L2224 APCL12_144
2061 2012 11.8 Y F 2061 L2223 APCL12_138
228 2012 10.3 O M 228 L2222 APCL12_125
133 2012 9 O M 133 L2217 APCL12_117
123 2012 8.3 O M 123 L2215 APCL12_106
129 2012 6.1 NA NA 129 L2211 APCL12_091
2049 2012 9.7 Y F 2049 L2209 APCL12_085
105 2012 9.7 O M 105 L2207 APCL12_083
2054 2012 11.8 Y F 2054 L2206 APCL12_074
2053 2012 9.8 Y F 2053 L2205 APCL12_071
265 2012 10.1 NA NA 265 L2204 APCL12_053
91 2012 8.5 NA NA 91 L2203 APCL12_052
168 2012 11 NA NA 168 L2202 APCL12_051
94 2012 8.5 O M 94 L1782 APCL12_179
2070 2012 9.4 Y F 2070 L1781 APCL12_177
2066 2012 8.1 Y F 2066 L1780 APCL12_176
2069 2012 10.1 Y F 2069 L1779 APCL12_170
2124 2012 8.5 Y J 2124 L1778 APCL12_160
170 2012 9.9 O M 170 L1777 APCL12_153
268 2012 6.6 Y J 268 L1775 APCL12_120
187 2012 7.1 O M 187 L1774 APCL12_118
156 2012 6.3 Y J 156 L1773 APCL12_116
190 2012 6.2 NA NA 190 L1772 APCL12_113
120 2012 7.8 O M 120 L1771 APCL12_111
124 2012 7.5 NA NA 124 L1770 APCL12_110
132 2012 8 NA NA 132 L1769 APCL12_109
2059 2012 8.6 Y F 2059 L1768 APCL12_108
160 2012 7.8 NA NA 160 L1767 APCL12_107
2068 2012 10.1 Y F 2068 L1765 APCL12_104
138 2012 9.4 O M 138 L1764 APCL12_099
2056 2012 9.8 Y F 2056 L1763 APCL12_095
236 2012 8.6 O M 236 L1762 APCL12_093
235 2012 9.1 O M 235 L1760 APCL12_088
220 2012 9.6 NA NA 220 L0021 APCL12_050
177 2012 9.4 NA NA 177 L1756 APCL12_049
141 2012 9.1 NA NA 141 L1734 APCL12_037
897 2012 10.6 NA NA 897 L1733 APCL12_022
600 2012 10.3 Y F 600 L2213 APCL12_098
767 2012 6.6 Y J 767 L2292 APCL12_218
2300 2012 11.5 NA NA 2300 L2463 APCL12_026
895 2012 8.6 NA NA 895 L2344 APCL12_025
2305 2012 7.7 O M 2305 L2570 APCL12_184
2330 2012 7.8 Y F 2330 L2569 APCL12_183
2353 2012 8.5 Y J 2353 L2375 APCL12_141
2357 2012 8.3 Y J 2357 L2372 APCL12_133
511 2012 9.6 NA NA 511 L1766 APCL12_105
2294 2012 9.1 O M 2294 L1761 APCL12_092
