"site_i","site_j","bearing","direction"
"SF1","Palanas",-22.0641573646302,337.93584263537
"SF1","Poroc Rose",147.377047736568,147.377047736568
"SF1","Poroc San Flower",145.127100269447,145.127100269447
"SF1","San Agustin",144.420148005262,144.420148005262
"SF1","Sitio Baybayon",165.370021159677,165.370021159677
"SF1","Sitio Lonas",143.041583263912,143.041583263912
"SF1","Sitio Tugas",138.583074102383,138.583074102383
"SF1","Tamakin Dacot",162.249715893735,162.249715893735
"SF1","Visca",149.462695814243,149.462695814243
"SF1","Wangag",-4.30979688184924,355.690203118151
"SF1","CAI",-122.604579927927,237.395420072073
"SF1","SF1",-180,-1
"SF1","SF2",135.606727576664,135.606727576664
"SF1","SF3",138.93361066821,138.93361066821
"SF1","SF4",145.129339707666,145.129339707666
"SF1","SF5",151.334302912172,151.334302912172
"SF1","SF6",171.412048665335,171.412048665335
"SF2","Cabatoan",-34.7824356961054,325.217564303895
"SF2","Caridad Cemetery",117.839977283496,117.839977283496
"SF2","Caridad Proper",128.320745779841,128.320745779841
"SF2","Elementary School",143.719541277021,143.719541277021
"SF2","Gabas",153.743860417513,153.743860417513
"SF2","Haina",167.595692124443,167.595692124443
"SF2","Hicgop South",136.486418648225,136.486418648225
"SF2","Magbangon",-36.3683722416513,323.631627758349
"SF2","Palanas",-38.0293717100741,321.970628289926
"SF2","Poroc Rose",150.876399123926,150.876399123926
"SF2","Poroc San Flower",148.193528804554,148.193528804554
"SF2","San Agustin",147.426941873028,147.426941873028
"SF2","Sitio Baybayon",169.393651374937,169.393651374937
"SF2","Sitio Lonas",145.732017917521,145.732017917521
"SF2","Sitio Tugas",140.485137732211,140.485137732211
"SF2","Tamakin Dacot",166.145707532036,166.145707532036
"SF2","Visca",153.172699089688,153.172699089688
"SF2","Wangag",-36.1373566407383,323.862643359262
"SF2","CAI",-117.623110589047,242.376889410953
"SF2","SF1",-44.3893456001132,315.610654399887
"SF2","SF2",-180,-1
"SF2","SF3",142.56279319625,142.56279319625
"SF2","SF4",149.235344998917,149.235344998917
"SF2","SF5",155.14278863,155.14278863
"SF2","SF6",176.956165052156,176.956165052156
"SF3","Cabatoan",-36.4188650919729,323.581134908027
"SF3","Caridad Cemetery",-21.4071191730793,338.592880826921
"SF3","Caridad Proper",-13.3181670131992,346.681832986801
"SF3","Elementary School",144.926876993895,144.926876993895
"SF3","Gabas",156.740837721741,156.740837721741
"SF3","Haina",171.216461641569,171.216461641569
"SF3","Hicgop South",122.661486901392,122.661486901392
"SF3","Magbangon",-36.9937867746997,323.0062132253
"SF3","Palanas",-37.7898199509652,322.210180049035
"SF3","Poroc Rose",153.995620905483,153.995620905483
"SF3","Poroc San Flower",150.559346583584,150.559346583584
"SF3","San Agustin",149.647007249432,149.647007249432
"SF3","Sitio Baybayon",173.181204720033,173.181204720033
"SF3","Sitio Lonas",147.3110319661,147.3110319661
"SF3","Sitio Tugas",137.559761134646,137.559761134646
"SF3","Tamakin Dacot",169.792997152187,169.792997152187
"SF3","Visca",156.626026723436,156.626026723436
"SF3","Wangag",-36.6920549596338,323.307945040366
"SF3","CAI",-113.099493943098,246.900506056902
"SF3","SF1",-41.0593379693839,318.940662030616
"SF3","SF2",-37.4340814279775,322.565918572022
"SF3","SF3",-180,-1
"SF3","SF4",153.590954885126,153.590954885126
"SF3","SF5",158.732274152967,158.732274152967
"SF3","SF6",-177.456451444618,182.543548555382
"SF4","Cabatoan",-31.5503130121368,328.449686987863
"SF4","Caridad Cemetery",-24.9304329645371,335.069567035463
"SF4","Caridad Proper",-23.7240573639019,336.275942636098
"SF4","Elementary School",-12.4297259333511,347.570274066649
"SF4","Gabas",158.950330999577,158.950330999577
"SF4","Haina",176.269274498863,176.269274498863
"SF4","Hicgop South",-15.2197455886521,344.780254411348
"SF4","Magbangon",-31.9761277989758,328.023872201024
"SF4","Palanas",-33.472950257745,326.527049742255
"SF4","Poroc Rose",154.54791391871,154.54791391871
"SF4","Poroc San Flower",145.128239703615,145.128239703615
"SF4","San Agustin",140.646320401254,140.646320401254
"SF4","Sitio Baybayon",178.619135434471,178.619135434471
"SF4","Sitio Lonas",128.388508346132,128.388508346132
"SF4","Sitio Tugas",-13.4086223965224,346.591377603478
"SF4","Tamakin Dacot",174.857038158124,174.857038158124
"SF4","Visca",159.661333030711,159.661333030711
"SF4","Wangag",-32.6137631830764,327.386236816924
"SF4","CAI",-106.174142294787,253.825857705213
"SF4","SF1",-34.8601227057968,325.139877294203
"SF4","SF2",-30.7580401351277,329.241959864872
"SF4","SF3",-26.4055537673473,333.594446232653
"SF4","SF4",-180,-1
"SF4","SF5",162.746113294668,162.746113294668
"SF4","SF6",-168.028559401029,191.971440598971
"SF5","Cabatoan",-26.0558109546948,333.944189045305
"SF5","Caridad Cemetery",-21.2829304571114,338.717069542889
"SF5","Caridad Proper",-20.4505330168298,339.54946698317
"SF5","Elementary School",-16.1228023697655,343.877197630234
"SF5","Gabas",129.296300798488,129.296300798488
"SF5","Haina",-175.952961177842,184.047038822158
"SF5","Hicgop South",-16.4896151330222,343.510384866978
"SF5","Magbangon",-26.4062932489875,333.593706751013
"SF5","Palanas",-28.1645622320988,331.835437767901
"SF5","Poroc Rose",-6.4567681765548,353.543231823445
"SF5","Poroc San Flower",-4.53696932042692,355.463030679573
"SF5","San Agustin",-6.54038876059196,353.459611239408
"SF5","Sitio Baybayon",-172.743217834697,187.256782165303
"SF5","Sitio Lonas",-6.50547765235889,353.494522347641
"SF5","Sitio Tugas",-16.0685129839888,343.931487016011
"SF5","Tamakin Dacot",-177.130028204248,182.869971795752
"SF5","Visca",-6.42521157711535,353.574788422885
"SF5","Wangag",-27.4360812497648,332.563918750235
"SF5","CAI",-97.4050784828286,262.594921517171
"SF5","SF1",-28.6522021899641,331.347797810036
"SF5","SF2",-24.847633009751,335.152366990249
"SF5","SF3",-21.2612667128386,338.738733287161
"SF5","SF4",-17.2509158882407,342.749084111759
"SF5","SF5",-180,-1
"SF5","SF6",-149.229128087395,210.770871912605
"SF6","Cabatoan",-5.65827026011903,354.341729739881
"SF6","Caridad Cemetery",0.211521764606121,0.211521764606118
"SF6","Caridad Proper",1.53878799795536,1.53878799795535
"SF6","Elementary School",9.17264841161236,9.17264841161239
"SF6","Gabas",35.8192182788462,35.8192182788462
"SF6","Haina",122.870520129374,122.870520129374
"SF6","Hicgop South",6.46786271536954,6.46786271536956
"SF6","Magbangon",-6.10682413090672,353.893175869093
"SF6","Palanas",-9.32541062796831,350.674589372032
"SF6","Poroc Rose",22.6701101136,22.6701101136
"SF6","Poroc San Flower",20.9582821956126,20.9582821956126
"SF6","San Agustin",19.2575731595244,19.2575731595244
"SF6","Sitio Baybayon",132.813540721274,132.813540721274
"SF6","Sitio Lonas",18.1096680278678,18.1096680278678
"SF6","Sitio Tugas",7.94601691018985,7.94601691018983
"SF6","Tamakin Dacot",106.074669610825,106.074669610825
"SF6","Visca",26.1947933089856,26.1947933089856
"SF6","Wangag",-8.41876321615545,351.581236783845
"SF6","CAI",-85.4535426681485,274.546457331852
"SF6","SF1",-8.58226596288845,351.417734037112
"SF6","SF2",-3.04204625316171,356.957953746838
"SF6","SF3",2.542235532872,2.54223553287198
"SF6","SF4",11.9666635209953,11.9666635209953
"SF6","SF5",30.763151519548,30.763151519548
"SF6","SF6",-180,-1
