comparison,time_scale,log_like,iteration
gen_monsoonal_bio_total,monsoonal,-12226.8860974755,768
gen_monsoonal_bio_monsoonal,total_monsoons,-21791.9285898318,768
gen_total_bio_total,total_years,-28031.0082886723,768
gen_annual_bio_annual,annual,-31186.1469369504,768
gen_monsoonal_bio_total,monsoonal,-16644.1706370531,769
gen_monsoonal_bio_monsoonal,total_monsoons,-26748.5873853495,769
gen_annual_bio_annual,annual,-27025.0065250993,769
gen_total_bio_total,total_years,-27410.9131128534,769
gen_monsoonal_bio_total,monsoonal,-12871.0943269152,770
gen_monsoonal_bio_monsoonal,total_monsoons,-23691.8631989233,770
gen_annual_bio_annual,annual,-26324.8791205086,770
gen_total_bio_total,total_years,-28509.0946878204,770
gen_monsoonal_bio_total,monsoonal,-13587.289226872,771
gen_monsoonal_bio_monsoonal,total_monsoons,-24109.2177022303,771
gen_annual_bio_annual,annual,-30036.6898530951,771
gen_total_bio_total,total_years,-39881.7757570732,771
gen_monsoonal_bio_total,monsoonal,-16235.9385253164,772
gen_monsoonal_bio_monsoonal,total_monsoons,-28796.694307977,772
gen_annual_bio_annual,annual,-29421.7579630675,772
gen_total_bio_total,total_years,-29793.5649832623,772
gen_monsoonal_bio_total,monsoonal,-13765.772605719,773
gen_monsoonal_bio_monsoonal,total_monsoons,-24797.7943169634,773
gen_annual_bio_annual,annual,-25239.3391764987,773
gen_total_bio_total,total_years,-40326.6129543156,773
gen_monsoonal_bio_total,monsoonal,-13929.3585411721,774
gen_monsoonal_bio_monsoonal,total_monsoons,-24107.5162647192,774
gen_total_bio_total,total_years,-27872.9737075479,774
gen_annual_bio_annual,annual,-30388.1368628604,774
gen_monsoonal_bio_total,monsoonal,-13612.105314447,775
gen_monsoonal_bio_monsoonal,total_monsoons,-24770.9565528534,775
gen_annual_bio_annual,annual,-28760.2622317396,775
gen_total_bio_total,total_years,-38913.4702753714,775
gen_monsoonal_bio_total,monsoonal,-13258.2693696179,776
gen_monsoonal_bio_monsoonal,total_monsoons,-23230.1131272993,776
gen_annual_bio_annual,annual,-27203.4361855849,776
gen_total_bio_total,total_years,-38700.8084750917,776
gen_monsoonal_bio_total,monsoonal,-17256.2989630657,777
gen_annual_bio_annual,annual,-24532.9023443731,777
gen_monsoonal_bio_monsoonal,total_monsoons,-26923.3432369528,777
gen_total_bio_total,total_years,-39173.4495796614,777
gen_monsoonal_bio_total,monsoonal,-14055.0438045285,778
gen_monsoonal_bio_monsoonal,total_monsoons,-24599.595777725,778
gen_annual_bio_annual,annual,-28451.6083257779,778
gen_total_bio_total,total_years,-33761.8392561993,778
gen_monsoonal_bio_total,monsoonal,-17101.2154766767,779
gen_annual_bio_annual,annual,-25655.5680778822,779
gen_monsoonal_bio_monsoonal,total_monsoons,-27146.3177597713,779
gen_total_bio_total,total_years,-38641.9766457176,779
gen_monsoonal_bio_total,monsoonal,-12691.6277051077,780
gen_monsoonal_bio_monsoonal,total_monsoons,-23729.7481744625,780
gen_annual_bio_annual,annual,-32286.5693190339,780
gen_total_bio_total,total_years,-39304.6399392645,780
gen_monsoonal_bio_total,monsoonal,-14515.6457548623,781
gen_monsoonal_bio_monsoonal,total_monsoons,-24814.7156645289,781
gen_annual_bio_annual,annual,-28659.4865373292,781
gen_total_bio_total,total_years,-40272.2146188254,781
gen_monsoonal_bio_total,monsoonal,-15081.3378604918,782
gen_monsoonal_bio_monsoonal,total_monsoons,-24383.0488174122,782
gen_total_bio_total,total_years,-28647.9944559406,782
gen_annual_bio_annual,annual,-29142.5350693081,782
gen_monsoonal_bio_total,monsoonal,-15391.8409571227,783
gen_monsoonal_bio_monsoonal,total_monsoons,-24883.2812658335,783
gen_annual_bio_annual,annual,-29547.3351748031,783
gen_total_bio_total,total_years,-38453.2584688136,783
gen_monsoonal_bio_total,monsoonal,-17126.6274444861,784
gen_annual_bio_annual,annual,-24332.2647204098,784
gen_total_bio_total,total_years,-27352.981487523,784
gen_monsoonal_bio_monsoonal,total_monsoons,-27739.6490072051,784
gen_monsoonal_bio_total,monsoonal,-14370.3548574346,785
gen_monsoonal_bio_monsoonal,total_monsoons,-25098.9042305203,785
gen_total_bio_total,total_years,-28453.1900514757,785
gen_annual_bio_annual,annual,-28704.3032194053,785
gen_monsoonal_bio_total,monsoonal,-15032.7376547421,786
gen_monsoonal_bio_monsoonal,total_monsoons,-26194.0286253756,786
gen_annual_bio_annual,annual,-26692.3592471412,786
gen_total_bio_total,total_years,-39149.4218897806,786
gen_monsoonal_bio_total,monsoonal,-11952.1766433647,787
gen_monsoonal_bio_monsoonal,total_monsoons,-23149.7369173822,787
gen_annual_bio_annual,annual,-27246.5368328139,787
gen_total_bio_total,total_years,-27626.60656351,787
gen_monsoonal_bio_total,monsoonal,-13210.1899299615,788
gen_monsoonal_bio_monsoonal,total_monsoons,-22980.6623090988,788
gen_annual_bio_annual,annual,-29251.1594420249,788
gen_total_bio_total,total_years,-40548.8085255698,788
gen_monsoonal_bio_total,monsoonal,-18341.884293966,789
gen_annual_bio_annual,annual,-27557.981270879,789
gen_monsoonal_bio_monsoonal,total_monsoons,-29341.2786076215,789
gen_total_bio_total,total_years,-39377.0118083494,789
gen_monsoonal_bio_total,monsoonal,-14820.9579285913,790
gen_monsoonal_bio_monsoonal,total_monsoons,-25726.2237374514,790
gen_annual_bio_annual,annual,-27973.2507294367,790
gen_total_bio_total,total_years,-40584.0163494235,790
gen_monsoonal_bio_total,monsoonal,-13001.4889914566,791
gen_monsoonal_bio_monsoonal,total_monsoons,-25108.1965110278,791
gen_annual_bio_annual,annual,-27677.9411224216,791
gen_total_bio_total,total_years,-40050.3988829976,791
gen_monsoonal_bio_total,monsoonal,-14737.4710561923,792
gen_monsoonal_bio_monsoonal,total_monsoons,-26476.2698284211,792
gen_annual_bio_annual,annual,-33136.6259908193,792
gen_total_bio_total,total_years,-33334.7337500801,792
gen_monsoonal_bio_total,monsoonal,-15726.4003892802,793
gen_monsoonal_bio_monsoonal,total_monsoons,-25902.5371794235,793
gen_total_bio_total,total_years,-28575.0071613612,793
gen_annual_bio_annual,annual,-28862.0441551993,793
gen_monsoonal_bio_total,monsoonal,-13389.538270573,794
gen_monsoonal_bio_monsoonal,total_monsoons,-23884.0236996979,794
gen_annual_bio_annual,annual,-26390.8610482116,794
gen_total_bio_total,total_years,-39193.0972721783,794
gen_monsoonal_bio_total,monsoonal,-13531.3901259819,795
gen_monsoonal_bio_monsoonal,total_monsoons,-23730.5433116953,795
gen_annual_bio_annual,annual,-27882.9439166933,795
gen_total_bio_total,total_years,-37392.4445021122,795
gen_monsoonal_bio_total,monsoonal,-12570.6417939459,796
gen_monsoonal_bio_monsoonal,total_monsoons,-23232.464350927,796
gen_annual_bio_annual,annual,-27459.8018001963,796
gen_total_bio_total,total_years,-38514.9403978276,796
gen_monsoonal_bio_total,monsoonal,-15550.4312135249,797
gen_monsoonal_bio_monsoonal,total_monsoons,-26107.0807997625,797
gen_annual_bio_annual,annual,-27602.8655055512,797
gen_total_bio_total,total_years,-40711.8066318375,797
gen_monsoonal_bio_total,monsoonal,-17107.5172097044,798
gen_monsoonal_bio_monsoonal,total_monsoons,-26621.6039674348,798
gen_total_bio_total,total_years,-27908.5457167961,798
gen_annual_bio_annual,annual,-31840.1918881598,798
gen_monsoonal_bio_total,monsoonal,-12205.588932505,799
gen_monsoonal_bio_monsoonal,total_monsoons,-21315.3471136747,799
gen_total_bio_total,total_years,-27463.4677485818,799
gen_annual_bio_annual,annual,-27554.683588764,799
gen_monsoonal_bio_total,monsoonal,-12179.7232666931,800
gen_monsoonal_bio_monsoonal,total_monsoons,-22103.7534186928,800
gen_annual_bio_annual,annual,-27781.5263972059,800
gen_total_bio_total,total_years,-38210.4752065219,800
gen_monsoonal_bio_total,monsoonal,-13191.0111555921,801
gen_monsoonal_bio_monsoonal,total_monsoons,-22941.8908086155,801
gen_annual_bio_annual,annual,-27262.4422642984,801
gen_total_bio_total,total_years,-27518.2214908083,801
gen_monsoonal_bio_total,monsoonal,-13313.1434116293,802
gen_monsoonal_bio_monsoonal,total_monsoons,-23921.1615244753,802
gen_annual_bio_annual,annual,-29798.7015955024,802
gen_total_bio_total,total_years,-38569.535462239,802
gen_monsoonal_bio_total,monsoonal,-15521.1489437864,803
gen_total_bio_total,total_years,-27080.9737188103,803
gen_monsoonal_bio_monsoonal,total_monsoons,-27336.8132491568,803
gen_annual_bio_annual,annual,-29291.101547634,803
gen_monsoonal_bio_total,monsoonal,-14221.0889303693,804
gen_monsoonal_bio_monsoonal,total_monsoons,-25716.6908819921,804
gen_annual_bio_annual,annual,-26814.883017725,804
gen_total_bio_total,total_years,-27959.0275388778,804
gen_monsoonal_bio_total,monsoonal,-16384.8844208595,805
gen_monsoonal_bio_monsoonal,total_monsoons,-27623.2380035426,805
gen_annual_bio_annual,annual,-27935.0566271444,805
gen_total_bio_total,total_years,-39429.2221163067,805
gen_monsoonal_bio_total,monsoonal,-15766.8368362507,806
gen_monsoonal_bio_monsoonal,total_monsoons,-25220.3403590023,806
gen_total_bio_total,total_years,-27905.5645796015,806
gen_annual_bio_annual,annual,-28891.8969193318,806
gen_monsoonal_bio_total,monsoonal,-14422.91960356,807
gen_monsoonal_bio_monsoonal,total_monsoons,-24833.9865639374,807
gen_annual_bio_annual,annual,-28372.073863019,807
gen_total_bio_total,total_years,-38655.5866162301,807
gen_monsoonal_bio_total,monsoonal,-13099.3600252479,808
gen_monsoonal_bio_monsoonal,total_monsoons,-23096.1767875686,808
gen_total_bio_total,total_years,-28546.4834518698,808
gen_annual_bio_annual,annual,-32718.2109145073,808
gen_monsoonal_bio_total,monsoonal,-12815.0240473682,809
gen_monsoonal_bio_monsoonal,total_monsoons,-22954.6292101778,809
gen_annual_bio_annual,annual,-28004.3297052861,809
gen_total_bio_total,total_years,-28185.0086816202,809
gen_monsoonal_bio_total,monsoonal,-14207.7888987253,810
gen_monsoonal_bio_monsoonal,total_monsoons,-24962.2982655723,810
gen_annual_bio_annual,annual,-27378.024588448,810
gen_total_bio_total,total_years,-27388.9614947525,810
gen_monsoonal_bio_total,monsoonal,-12666.8186040331,811
gen_monsoonal_bio_monsoonal,total_monsoons,-22674.3131501189,811
gen_annual_bio_annual,annual,-27560.5767344323,811
gen_total_bio_total,total_years,-34420.8858478522,811
gen_monsoonal_bio_total,monsoonal,-15253.522398116,812
gen_monsoonal_bio_monsoonal,total_monsoons,-25352.8507258864,812
gen_annual_bio_annual,annual,-26680.0404781229,812
gen_total_bio_total,total_years,-40320.3505637756,812
gen_monsoonal_bio_total,monsoonal,-15196.5279562654,813
gen_monsoonal_bio_monsoonal,total_monsoons,-25036.4080999228,813
gen_annual_bio_annual,annual,-28077.7108372472,813
gen_total_bio_total,total_years,-38319.4941674098,813
gen_monsoonal_bio_total,monsoonal,-15705.6847670519,814
gen_annual_bio_annual,annual,-27009.6101537621,814
gen_monsoonal_bio_monsoonal,total_monsoons,-27356.7725815475,814
gen_total_bio_total,total_years,-31868.0545701369,814
gen_monsoonal_bio_total,monsoonal,-12883.1740826056,815
gen_monsoonal_bio_monsoonal,total_monsoons,-21998.9107717012,815
gen_annual_bio_annual,annual,-25544.057761063,815
gen_total_bio_total,total_years,-27276.1641755711,815
gen_monsoonal_bio_total,monsoonal,-15936.300624528,816
gen_monsoonal_bio_monsoonal,total_monsoons,-26118.1708933418,816
gen_annual_bio_annual,annual,-28290.0286600638,816
gen_total_bio_total,total_years,-38364.458847714,816
gen_monsoonal_bio_total,monsoonal,-13577.9091592962,817
gen_monsoonal_bio_monsoonal,total_monsoons,-24061.9494146455,817
gen_annual_bio_annual,annual,-29886.7073171102,817
gen_total_bio_total,total_years,-39707.4390679023,817
gen_monsoonal_bio_total,monsoonal,-12596.8474506801,818
gen_monsoonal_bio_monsoonal,total_monsoons,-24127.7402017753,818
gen_annual_bio_annual,annual,-28218.0921397856,818
gen_total_bio_total,total_years,-39776.827935414,818
gen_monsoonal_bio_total,monsoonal,-14186.1726168838,819
gen_monsoonal_bio_monsoonal,total_monsoons,-25338.8881864364,819
gen_annual_bio_annual,annual,-30100.0556404684,819
gen_total_bio_total,total_years,-33112.2402305173,819
gen_monsoonal_bio_total,monsoonal,-13346.601046519,820
gen_monsoonal_bio_monsoonal,total_monsoons,-25269.4271551466,820
gen_total_bio_total,total_years,-25640.1981587093,820
gen_annual_bio_annual,annual,-28526.0452942083,820
gen_monsoonal_bio_total,monsoonal,-12582.5611118581,821
gen_monsoonal_bio_monsoonal,total_monsoons,-22644.197636056,821
gen_total_bio_total,total_years,-27311.7419118075,821
gen_annual_bio_annual,annual,-30717.3995985082,821
gen_monsoonal_bio_total,monsoonal,-13211.0896348441,822
gen_monsoonal_bio_monsoonal,total_monsoons,-23660.8755281,822
gen_annual_bio_annual,annual,-32939.9310516812,822
gen_total_bio_total,total_years,-38921.9683758314,822
gen_monsoonal_bio_total,monsoonal,-14198.9078782838,823
gen_monsoonal_bio_monsoonal,total_monsoons,-24615.7915415129,823
gen_annual_bio_annual,annual,-28391.035866042,823
gen_total_bio_total,total_years,-37697.823537927,823
gen_monsoonal_bio_total,monsoonal,-14429.8346033244,824
gen_monsoonal_bio_monsoonal,total_monsoons,-25436.7626467108,824
gen_total_bio_total,total_years,-27798.9781160338,824
gen_annual_bio_annual,annual,-28546.9912908971,824
gen_monsoonal_bio_total,monsoonal,-14252.2921016662,825
gen_monsoonal_bio_monsoonal,total_monsoons,-24691.6790745921,825
gen_annual_bio_annual,annual,-27896.037527751,825
gen_total_bio_total,total_years,-29774.9086433451,825
gen_monsoonal_bio_total,monsoonal,-13198.6476618578,826
gen_monsoonal_bio_monsoonal,total_monsoons,-23753.5923878956,826
gen_annual_bio_annual,annual,-26910.6023189394,826
gen_total_bio_total,total_years,-40050.0449501468,826
gen_monsoonal_bio_total,monsoonal,-13737.5480023784,827
gen_monsoonal_bio_monsoonal,total_monsoons,-23593.4271688637,827
gen_annual_bio_annual,annual,-26706.6387133861,827
gen_total_bio_total,total_years,-38562.1303274004,827
gen_monsoonal_bio_total,monsoonal,-13240.7349014116,828
gen_monsoonal_bio_monsoonal,total_monsoons,-24305.9024143668,828
gen_annual_bio_annual,annual,-26279.6329416052,828
gen_total_bio_total,total_years,-27345.4470434104,828
gen_monsoonal_bio_total,monsoonal,-17435.7859008537,829
gen_monsoonal_bio_monsoonal,total_monsoons,-26710.2711941618,829
gen_annual_bio_annual,annual,-26903.517343562,829
gen_total_bio_total,total_years,-40905.0291176873,829
gen_monsoonal_bio_total,monsoonal,-13270.1374028171,830
gen_monsoonal_bio_monsoonal,total_monsoons,-25735.4900972882,830
gen_total_bio_total,total_years,-29970.909056805,830
gen_annual_bio_annual,annual,-30289.520616645,830
gen_monsoonal_bio_total,monsoonal,-15284.7496705006,831
gen_monsoonal_bio_monsoonal,total_monsoons,-27909.2342283022,831
gen_annual_bio_annual,annual,-28688.4565177426,831
gen_total_bio_total,total_years,-38956.6260633459,831
gen_monsoonal_bio_total,monsoonal,-17375.8165380882,832
gen_annual_bio_annual,annual,-26863.638297873,832
gen_monsoonal_bio_monsoonal,total_monsoons,-29285.4637662161,832
gen_total_bio_total,total_years,-39502.080636597,832
gen_monsoonal_bio_total,monsoonal,-14659.3152896369,833
gen_annual_bio_annual,annual,-25244.1491417504,833
gen_monsoonal_bio_monsoonal,total_monsoons,-25295.5314329813,833
gen_total_bio_total,total_years,-37514.9152508452,833
gen_monsoonal_bio_total,monsoonal,-12729.5936562494,834
gen_monsoonal_bio_monsoonal,total_monsoons,-23092.358697544,834
gen_annual_bio_annual,annual,-27415.8239560931,834
gen_total_bio_total,total_years,-28019.5504977325,834
gen_monsoonal_bio_total,monsoonal,-13458.6126791008,835
gen_annual_bio_annual,annual,-23930.0482358059,835
gen_monsoonal_bio_monsoonal,total_monsoons,-24106.1495790317,835
gen_total_bio_total,total_years,-39160.2857255741,835
gen_monsoonal_bio_total,monsoonal,-14343.1056011515,836
gen_monsoonal_bio_monsoonal,total_monsoons,-25286.8590549409,836
gen_annual_bio_annual,annual,-29355.2449965523,836
gen_total_bio_total,total_years,-40879.4579358957,836
gen_monsoonal_bio_total,monsoonal,-12179.2175061514,837
gen_monsoonal_bio_monsoonal,total_monsoons,-22015.3132794103,837
gen_total_bio_total,total_years,-28551.5752986613,837
gen_annual_bio_annual,annual,-33452.1619595189,837
gen_monsoonal_bio_total,monsoonal,-14083.0823214489,838
gen_monsoonal_bio_monsoonal,total_monsoons,-24246.0594667936,838
gen_annual_bio_annual,annual,-27683.6153352311,838
gen_total_bio_total,total_years,-38039.0427977271,838
gen_monsoonal_bio_total,monsoonal,-16707.3653106927,839
gen_annual_bio_annual,annual,-27113.4487191188,839
gen_monsoonal_bio_monsoonal,total_monsoons,-27472.8567902762,839
gen_total_bio_total,total_years,-38112.0750016723,839
gen_monsoonal_bio_total,monsoonal,-13161.3901667021,840
gen_monsoonal_bio_monsoonal,total_monsoons,-24391.7425079021,840
gen_annual_bio_annual,annual,-25305.3857192085,840
gen_total_bio_total,total_years,-29355.1813011451,840
gen_monsoonal_bio_total,monsoonal,-14022.4070031578,841
gen_monsoonal_bio_monsoonal,total_monsoons,-24057.1921954386,841
gen_annual_bio_annual,annual,-28093.0128428929,841
gen_total_bio_total,total_years,-39180.1166129994,841
gen_monsoonal_bio_total,monsoonal,-16131.2325606854,842
gen_monsoonal_bio_monsoonal,total_monsoons,-26146.2243179255,842
gen_annual_bio_annual,annual,-33668.2298137312,842
gen_total_bio_total,total_years,-37730.1475252035,842
gen_monsoonal_bio_total,monsoonal,-15440.9005969785,843
gen_monsoonal_bio_monsoonal,total_monsoons,-27073.0999148144,843
gen_annual_bio_annual,annual,-28624.2543310146,843
gen_total_bio_total,total_years,-28668.1439699511,843
gen_monsoonal_bio_total,monsoonal,-16804.0105593743,844
gen_monsoonal_bio_monsoonal,total_monsoons,-27535.0710061859,844
gen_annual_bio_annual,annual,-30491.3207524474,844
gen_total_bio_total,total_years,-39700.4649441209,844
gen_monsoonal_bio_total,monsoonal,-11920.7218255334,845
gen_monsoonal_bio_monsoonal,total_monsoons,-21591.1044234254,845
gen_annual_bio_annual,annual,-25633.7961820245,845
gen_total_bio_total,total_years,-40336.8005320242,845
gen_monsoonal_bio_total,monsoonal,-14034.0918824392,846
gen_monsoonal_bio_monsoonal,total_monsoons,-23198.1888488465,846
gen_annual_bio_annual,annual,-29980.1766279835,846
gen_total_bio_total,total_years,-36177.9143677076,846
gen_monsoonal_bio_total,monsoonal,-13006.119670599,847
gen_monsoonal_bio_monsoonal,total_monsoons,-23728.7365212746,847
gen_total_bio_total,total_years,-26140.9337810997,847
gen_annual_bio_annual,annual,-26251.5058300281,847
gen_monsoonal_bio_total,monsoonal,-14159.6427583976,848
gen_monsoonal_bio_monsoonal,total_monsoons,-24932.5426099977,848
gen_annual_bio_annual,annual,-26471.1289687315,848
gen_total_bio_total,total_years,-40176.2366838813,848
gen_monsoonal_bio_total,monsoonal,-14064.0627992017,849
gen_monsoonal_bio_monsoonal,total_monsoons,-24584.3813763284,849
gen_annual_bio_annual,annual,-32229.210497905,849
gen_total_bio_total,total_years,-39267.8253146728,849
gen_monsoonal_bio_total,monsoonal,-13699.9375499834,850
gen_monsoonal_bio_monsoonal,total_monsoons,-24115.0199450829,850
gen_annual_bio_annual,annual,-26642.3188079637,850
gen_total_bio_total,total_years,-38789.0367382733,850
gen_monsoonal_bio_total,monsoonal,-14833.3817865028,851
gen_monsoonal_bio_monsoonal,total_monsoons,-25683.9148144427,851
gen_annual_bio_annual,annual,-28685.3119314643,851
gen_total_bio_total,total_years,-39782.0682877458,851
gen_monsoonal_bio_total,monsoonal,-15244.5848583763,852
gen_monsoonal_bio_monsoonal,total_monsoons,-26635.4636274783,852
gen_annual_bio_annual,annual,-28484.1522648022,852
gen_total_bio_total,total_years,-38091.3023919563,852
gen_monsoonal_bio_total,monsoonal,-13104.6386308735,853
gen_monsoonal_bio_monsoonal,total_monsoons,-22692.049116231,853
gen_annual_bio_annual,annual,-26611.4255359464,853
gen_total_bio_total,total_years,-34866.7836737825,853
gen_monsoonal_bio_total,monsoonal,-16543.1207865635,854
gen_annual_bio_annual,annual,-25396.9465638138,854
gen_monsoonal_bio_monsoonal,total_monsoons,-27427.824723208,854
gen_total_bio_total,total_years,-39283.7942631431,854
gen_monsoonal_bio_total,monsoonal,-13699.932445611,855
gen_monsoonal_bio_monsoonal,total_monsoons,-24139.3621738269,855
gen_annual_bio_annual,annual,-24195.0277217888,855
gen_total_bio_total,total_years,-37297.2445994344,855
gen_monsoonal_bio_total,monsoonal,-12094.2053559577,856
gen_monsoonal_bio_monsoonal,total_monsoons,-24569.9552714954,856
gen_annual_bio_annual,annual,-27313.9630595678,856
gen_total_bio_total,total_years,-39052.8347910815,856
gen_monsoonal_bio_total,monsoonal,-13260.5314258532,857
gen_monsoonal_bio_monsoonal,total_monsoons,-23867.513473129,857
gen_total_bio_total,total_years,-28214.6918961377,857
gen_annual_bio_annual,annual,-28470.5648892435,857
gen_monsoonal_bio_total,monsoonal,-12761.5566223979,858
gen_monsoonal_bio_monsoonal,total_monsoons,-22305.2014124194,858
gen_annual_bio_annual,annual,-29238.181624106,858
gen_total_bio_total,total_years,-39768.3627219209,858
gen_monsoonal_bio_total,monsoonal,-11703.7953300932,859
gen_monsoonal_bio_monsoonal,total_monsoons,-21804.4137813995,859
gen_annual_bio_annual,annual,-26002.2535891786,859
gen_total_bio_total,total_years,-32970.3134385977,859
gen_monsoonal_bio_total,monsoonal,-14368.6317760739,860
gen_monsoonal_bio_monsoonal,total_monsoons,-24905.5957071297,860
gen_annual_bio_annual,annual,-27157.2329977738,860
gen_total_bio_total,total_years,-39893.0286369169,860
gen_monsoonal_bio_total,monsoonal,-16796.6003300158,861
gen_total_bio_total,total_years,-28070.7848283392,861
gen_annual_bio_annual,annual,-28122.3521160977,861
gen_monsoonal_bio_monsoonal,total_monsoons,-28247.7720999164,861
gen_monsoonal_bio_total,monsoonal,-16517.2337537357,862
gen_annual_bio_annual,annual,-28161.1226367525,862
gen_monsoonal_bio_monsoonal,total_monsoons,-28277.9115972284,862
gen_total_bio_total,total_years,-39817.0960029557,862
gen_monsoonal_bio_total,monsoonal,-11060.2062032791,863
gen_monsoonal_bio_monsoonal,total_monsoons,-20958.8044869485,863
gen_annual_bio_annual,annual,-25317.297112434,863
gen_total_bio_total,total_years,-27120.231593177,863
gen_monsoonal_bio_total,monsoonal,-14698.4591485131,864
gen_monsoonal_bio_monsoonal,total_monsoons,-26797.6021538751,864
gen_annual_bio_annual,annual,-27263.8540017171,864
gen_total_bio_total,total_years,-27977.8221818606,864
gen_monsoonal_bio_total,monsoonal,-14984.1530526377,865
gen_monsoonal_bio_monsoonal,total_monsoons,-26249.3149689124,865
gen_annual_bio_annual,annual,-27821.7552696333,865
gen_total_bio_total,total_years,-29246.0016889542,865
gen_monsoonal_bio_total,monsoonal,-12541.1000636315,866
gen_monsoonal_bio_monsoonal,total_monsoons,-22953.4201617453,866
gen_annual_bio_annual,annual,-32369.6965827102,866
gen_total_bio_total,total_years,-39033.4711994779,866
gen_monsoonal_bio_total,monsoonal,-13527.326664003,867
gen_monsoonal_bio_monsoonal,total_monsoons,-24182.5303420292,867
gen_annual_bio_annual,annual,-30836.5641440707,867
gen_total_bio_total,total_years,-40260.7101558324,867
gen_monsoonal_bio_total,monsoonal,-13219.5967179177,868
gen_monsoonal_bio_monsoonal,total_monsoons,-24272.6690320743,868
gen_total_bio_total,total_years,-28682.4703120841,868
gen_annual_bio_annual,annual,-35368.8523480585,868
gen_monsoonal_bio_total,monsoonal,-16876.727789808,869
gen_monsoonal_bio_monsoonal,total_monsoons,-27394.2332440615,869
gen_annual_bio_annual,annual,-27621.8738082498,869
gen_total_bio_total,total_years,-39030.6902560041,869
gen_monsoonal_bio_total,monsoonal,-17988.110140539,870
gen_annual_bio_annual,annual,-26240.6829151805,870
gen_monsoonal_bio_monsoonal,total_monsoons,-29785.4849170648,870
gen_total_bio_total,total_years,-39631.4974326282,870
gen_monsoonal_bio_total,monsoonal,-13529.733658198,871
gen_monsoonal_bio_monsoonal,total_monsoons,-23985.9879824744,871
gen_annual_bio_annual,annual,-29050.0061273663,871
gen_total_bio_total,total_years,-40486.4899079787,871
gen_monsoonal_bio_total,monsoonal,-14268.3954834624,872
gen_monsoonal_bio_monsoonal,total_monsoons,-24421.4633811857,872
gen_annual_bio_annual,annual,-27403.4661608639,872
gen_total_bio_total,total_years,-38198.5460186175,872
gen_monsoonal_bio_total,monsoonal,-13761.490562416,873
gen_monsoonal_bio_monsoonal,total_monsoons,-23272.9278564476,873
gen_annual_bio_annual,annual,-27314.7083627623,873
gen_total_bio_total,total_years,-39809.633953799,873
gen_monsoonal_bio_total,monsoonal,-16910.6710366456,874
gen_monsoonal_bio_monsoonal,total_monsoons,-26451.9321604929,874
gen_annual_bio_annual,annual,-28433.5129324949,874
gen_total_bio_total,total_years,-33794.5306018763,874
gen_monsoonal_bio_total,monsoonal,-15794.2559198217,875
gen_monsoonal_bio_monsoonal,total_monsoons,-27644.1463434722,875
gen_annual_bio_annual,annual,-28488.0402096056,875
gen_total_bio_total,total_years,-39097.1666320245,875
gen_monsoonal_bio_total,monsoonal,-15793.6831295298,876
gen_monsoonal_bio_monsoonal,total_monsoons,-26563.0672430479,876
gen_annual_bio_annual,annual,-27569.6377412709,876
gen_total_bio_total,total_years,-38821.8127723082,876
gen_monsoonal_bio_total,monsoonal,-14682.3333164675,877
gen_annual_bio_annual,annual,-24664.0570420698,877
gen_monsoonal_bio_monsoonal,total_monsoons,-26796.7611095348,877
gen_total_bio_total,total_years,-38090.7018084454,877
gen_monsoonal_bio_total,monsoonal,-13482.3398039133,878
gen_monsoonal_bio_monsoonal,total_monsoons,-23631.0796584582,878
gen_annual_bio_annual,annual,-30064.1877504895,878
gen_total_bio_total,total_years,-30162.988922938,878
gen_monsoonal_bio_total,monsoonal,-14065.2435467154,879
gen_monsoonal_bio_monsoonal,total_monsoons,-24757.774664476,879
gen_total_bio_total,total_years,-25499.8040403251,879
gen_annual_bio_annual,annual,-29659.4106014659,879
gen_monsoonal_bio_total,monsoonal,-13309.0057293189,880
gen_monsoonal_bio_monsoonal,total_monsoons,-26380.5786964618,880
gen_total_bio_total,total_years,-28879.9154224518,880
gen_annual_bio_annual,annual,-29570.6113163074,880
gen_monsoonal_bio_total,monsoonal,-15799.9532919626,881
gen_annual_bio_annual,annual,-25247.919437786,881
gen_monsoonal_bio_monsoonal,total_monsoons,-25486.8155012351,881
gen_total_bio_total,total_years,-36278.081369566,881
gen_monsoonal_bio_total,monsoonal,-13011.9372413401,882
gen_monsoonal_bio_monsoonal,total_monsoons,-23280.5525250833,882
gen_annual_bio_annual,annual,-27031.9446719588,882
gen_total_bio_total,total_years,-38654.3027046801,882
gen_monsoonal_bio_total,monsoonal,-16752.9672068733,883
gen_annual_bio_annual,annual,-27185.1634761566,883
gen_monsoonal_bio_monsoonal,total_monsoons,-28292.366584699,883
gen_total_bio_total,total_years,-29005.2645399392,883
gen_monsoonal_bio_total,monsoonal,-12785.2942140849,884
gen_monsoonal_bio_monsoonal,total_monsoons,-22660.0869777936,884
gen_annual_bio_annual,annual,-30500.8539129604,884
gen_total_bio_total,total_years,-38832.1720126289,884
gen_monsoonal_bio_total,monsoonal,-15648.0079145949,885
gen_monsoonal_bio_monsoonal,total_monsoons,-27522.1001063539,885
gen_total_bio_total,total_years,-27833.7552870538,885
gen_annual_bio_annual,annual,-28303.7137633977,885
gen_monsoonal_bio_total,monsoonal,-12425.0633750297,886
gen_monsoonal_bio_monsoonal,total_monsoons,-23382.2098871224,886
gen_annual_bio_annual,annual,-32324.9529330991,886
