comparison,time_scale,log_like,iteration
gen_total_bio_total,total_years,-37534.1856427633,335
gen_monsoonal_bio_total,monsoonal,-13893.362801586,336
gen_monsoonal_bio_monsoonal,total_monsoons,-25731.0422457719,336
gen_annual_bio_annual,annual,-26179.3549592073,336
gen_total_bio_total,total_years,-38880.5956130055,336
gen_monsoonal_bio_total,monsoonal,-13330.78933637,337
gen_monsoonal_bio_monsoonal,total_monsoons,-24272.0623796073,337
gen_annual_bio_annual,annual,-26167.5080043749,337
gen_total_bio_total,total_years,-39005.4281245481,337
gen_monsoonal_bio_total,monsoonal,-15006.3477758625,338
gen_monsoonal_bio_monsoonal,total_monsoons,-25037.0677810951,338
gen_annual_bio_annual,annual,-28021.230265862,338
gen_total_bio_total,total_years,-30562.2701566698,338
gen_monsoonal_bio_total,monsoonal,-13218.1081857785,339
gen_monsoonal_bio_monsoonal,total_monsoons,-23078.6706942758,339
gen_total_bio_total,total_years,-27115.9939758586,339
gen_annual_bio_annual,annual,-28467.0377078822,339
gen_monsoonal_bio_total,monsoonal,-14751.5396412016,340
gen_monsoonal_bio_monsoonal,total_monsoons,-25086.3684818951,340
gen_annual_bio_annual,annual,-27083.5466192912,340
gen_total_bio_total,total_years,-40702.3029318147,340
gen_monsoonal_bio_total,monsoonal,-13404.7926271172,341
gen_monsoonal_bio_monsoonal,total_monsoons,-24241.896118198,341
gen_annual_bio_annual,annual,-27505.1151129315,341
gen_total_bio_total,total_years,-40107.3225012412,341
gen_monsoonal_bio_total,monsoonal,-14777.4282267231,342
gen_annual_bio_annual,annual,-25865.1640097026,342
gen_monsoonal_bio_monsoonal,total_monsoons,-26568.904532855,342
gen_total_bio_total,total_years,-39562.9079644411,342
gen_monsoonal_bio_total,monsoonal,-13519.1292013369,343
gen_monsoonal_bio_monsoonal,total_monsoons,-23608.9582217474,343
gen_annual_bio_annual,annual,-27773.473714299,343
gen_total_bio_total,total_years,-28583.1924044158,343
gen_monsoonal_bio_total,monsoonal,-14117.0246417209,344
gen_monsoonal_bio_monsoonal,total_monsoons,-23612.6023809955,344
gen_annual_bio_annual,annual,-26152.7241481587,344
gen_total_bio_total,total_years,-39499.3840153294,344
gen_monsoonal_bio_total,monsoonal,-16893.3829705084,345
gen_annual_bio_annual,annual,-26511.9531823435,345
gen_monsoonal_bio_monsoonal,total_monsoons,-27972.4621764981,345
gen_total_bio_total,total_years,-39292.3899007161,345
gen_monsoonal_bio_total,monsoonal,-13513.0473281141,346
gen_monsoonal_bio_monsoonal,total_monsoons,-24626.1801995455,346
gen_annual_bio_annual,annual,-27986.9136179824,346
gen_total_bio_total,total_years,-40040.9005877789,346
gen_monsoonal_bio_total,monsoonal,-12941.1327491882,347
gen_monsoonal_bio_monsoonal,total_monsoons,-23783.7899102948,347
gen_total_bio_total,total_years,-27922.1790722894,347
gen_annual_bio_annual,annual,-28399.4354354252,347
gen_monsoonal_bio_total,monsoonal,-14676.5788992344,348
gen_monsoonal_bio_monsoonal,total_monsoons,-26084.8531163738,348
gen_annual_bio_annual,annual,-27143.5923667778,348
gen_total_bio_total,total_years,-38599.0173013576,348
gen_monsoonal_bio_total,monsoonal,-15811.1939671678,349
gen_monsoonal_bio_monsoonal,total_monsoons,-26051.9582360159,349
gen_annual_bio_annual,annual,-26467.2874120811,349
gen_total_bio_total,total_years,-27654.6839519068,349
gen_monsoonal_bio_total,monsoonal,-13790.8325001425,350
gen_monsoonal_bio_monsoonal,total_monsoons,-24909.0559288081,350
gen_annual_bio_annual,annual,-27688.2919600352,350
gen_total_bio_total,total_years,-39316.3042466642,350
gen_monsoonal_bio_total,monsoonal,-16318.049444839,351
gen_monsoonal_bio_monsoonal,total_monsoons,-27047.0827421423,351
gen_annual_bio_annual,annual,-28898.7293964295,351
gen_total_bio_total,total_years,-39446.5217391436,351
gen_monsoonal_bio_total,monsoonal,-12767.5933005353,352
gen_monsoonal_bio_monsoonal,total_monsoons,-22017.2823155862,352
gen_annual_bio_annual,annual,-28493.8925163537,352
gen_total_bio_total,total_years,-40532.797717575,352
gen_monsoonal_bio_total,monsoonal,-12748.2183341398,353
gen_monsoonal_bio_monsoonal,total_monsoons,-22499.0619743881,353
gen_total_bio_total,total_years,-28070.4446579016,353
gen_annual_bio_annual,annual,-28146.1091613625,353
gen_monsoonal_bio_total,monsoonal,-16092.4428736561,354
gen_monsoonal_bio_monsoonal,total_monsoons,-25233.4331947725,354
gen_annual_bio_annual,annual,-25743.938043921,354
gen_total_bio_total,total_years,-37812.297653109,354
gen_monsoonal_bio_total,monsoonal,-16375.2111796697,355
gen_annual_bio_annual,annual,-26085.5189643116,355
gen_monsoonal_bio_monsoonal,total_monsoons,-27927.852691311,355
gen_total_bio_total,total_years,-37870.3934629601,355
gen_monsoonal_bio_total,monsoonal,-13641.1962860511,356
gen_monsoonal_bio_monsoonal,total_monsoons,-25934.8865251645,356
gen_total_bio_total,total_years,-26667.7835790138,356
gen_annual_bio_annual,annual,-30312.2434465057,356
gen_monsoonal_bio_total,monsoonal,-16565.5054742061,357
gen_monsoonal_bio_monsoonal,total_monsoons,-27428.024693288,357
gen_total_bio_total,total_years,-29099.7806951009,357
gen_annual_bio_annual,annual,-31409.9863437434,357
gen_monsoonal_bio_total,monsoonal,-12442.4766436587,358
gen_monsoonal_bio_monsoonal,total_monsoons,-22787.6189444335,358
gen_total_bio_total,total_years,-27167.7378605022,358
gen_annual_bio_annual,annual,-32525.7688396576,358
gen_monsoonal_bio_total,monsoonal,-14895.4755630308,359
gen_monsoonal_bio_monsoonal,total_monsoons,-24695.2307539436,359
gen_annual_bio_annual,annual,-27529.879814984,359
gen_total_bio_total,total_years,-37891.2247764072,359
gen_monsoonal_bio_total,monsoonal,-13416.0116375209,360
gen_monsoonal_bio_monsoonal,total_monsoons,-23849.3071288804,360
gen_annual_bio_annual,annual,-31739.0755278916,360
gen_total_bio_total,total_years,-34909.2932030125,360
gen_monsoonal_bio_total,monsoonal,-16052.3773115857,361
gen_annual_bio_annual,annual,-25583.8968923266,361
gen_monsoonal_bio_monsoonal,total_monsoons,-26466.9097943062,361
gen_total_bio_total,total_years,-27537.0213868065,361
gen_monsoonal_bio_total,monsoonal,-14083.793582969,362
gen_monsoonal_bio_monsoonal,total_monsoons,-24116.8422745681,362
gen_annual_bio_annual,annual,-27383.0568948546,362
gen_total_bio_total,total_years,-38244.0268771989,362
gen_monsoonal_bio_total,monsoonal,-12611.8811310003,363
gen_monsoonal_bio_monsoonal,total_monsoons,-23041.5825540207,363
gen_annual_bio_annual,annual,-26574.4704463204,363
gen_total_bio_total,total_years,-38713.5366869041,363
gen_monsoonal_bio_total,monsoonal,-16670.4597409371,364
gen_monsoonal_bio_monsoonal,total_monsoons,-26064.5578497839,364
gen_annual_bio_annual,annual,-32047.3658898036,364
gen_total_bio_total,total_years,-38487.3865841486,364
gen_monsoonal_bio_total,monsoonal,-11938.2981182644,365
gen_monsoonal_bio_monsoonal,total_monsoons,-21537.6742671801,365
gen_annual_bio_annual,annual,-30880.0489835167,365
gen_total_bio_total,total_years,-37462.4208277691,365
gen_monsoonal_bio_total,monsoonal,-13277.8333696528,366
gen_monsoonal_bio_monsoonal,total_monsoons,-24917.368401795,366
gen_annual_bio_annual,annual,-28860.4215276685,366
gen_total_bio_total,total_years,-34299.8742153992,366
gen_monsoonal_bio_total,monsoonal,-13675.2359843337,367
gen_monsoonal_bio_monsoonal,total_monsoons,-23794.9419838911,367
gen_annual_bio_annual,annual,-28679.4108545592,367
gen_total_bio_total,total_years,-38899.3685018963,367
gen_monsoonal_bio_total,monsoonal,-14021.8121400453,368
gen_monsoonal_bio_monsoonal,total_monsoons,-24994.5428852476,368
gen_total_bio_total,total_years,-27217.2599677874,368
gen_annual_bio_annual,annual,-29534.4507456481,368
gen_monsoonal_bio_total,monsoonal,-13752.6342787585,369
gen_monsoonal_bio_monsoonal,total_monsoons,-23314.875140021,369
gen_annual_bio_annual,annual,-27513.5630913425,369
gen_total_bio_total,total_years,-39663.6919890209,369
gen_monsoonal_bio_total,monsoonal,-16325.2432991123,370
gen_annual_bio_annual,annual,-26516.8697540486,370
gen_monsoonal_bio_monsoonal,total_monsoons,-27040.463112677,370
gen_total_bio_total,total_years,-39822.4901710419,370
gen_monsoonal_bio_total,monsoonal,-12200.9304485361,371
gen_monsoonal_bio_monsoonal,total_monsoons,-23052.601867523,371
gen_annual_bio_annual,annual,-27704.3580005457,371
gen_total_bio_total,total_years,-39871.3667869238,371
gen_monsoonal_bio_total,monsoonal,-13780.2214997269,372
gen_monsoonal_bio_monsoonal,total_monsoons,-23739.5289948645,372
gen_annual_bio_annual,annual,-25832.4481673441,372
gen_total_bio_total,total_years,-38734.8739297999,372
gen_monsoonal_bio_total,monsoonal,-15708.4258399059,373
gen_monsoonal_bio_monsoonal,total_monsoons,-27038.3451391221,373
gen_annual_bio_annual,annual,-28074.7854966019,373
gen_total_bio_total,total_years,-29617.0626237866,373
gen_monsoonal_bio_total,monsoonal,-14237.4568387624,374
gen_monsoonal_bio_monsoonal,total_monsoons,-24407.1203699902,374
gen_annual_bio_annual,annual,-32863.9513952565,374
gen_total_bio_total,total_years,-39077.951419892,374
gen_monsoonal_bio_total,monsoonal,-12373.3403515138,375
gen_monsoonal_bio_monsoonal,total_monsoons,-23438.0523960454,375
gen_annual_bio_annual,annual,-25595.1695758111,375
gen_total_bio_total,total_years,-38487.7750969963,375
gen_monsoonal_bio_total,monsoonal,-16382.1463553299,376
gen_monsoonal_bio_monsoonal,total_monsoons,-27825.6563257895,376
gen_total_bio_total,total_years,-28000.4404893541,376
gen_annual_bio_annual,annual,-28294.5914832424,376
gen_monsoonal_bio_total,monsoonal,-14460.3898857104,377
gen_monsoonal_bio_monsoonal,total_monsoons,-25416.2739998246,377
gen_annual_bio_annual,annual,-25536.2626016216,377
gen_total_bio_total,total_years,-38696.5098136173,377
gen_monsoonal_bio_total,monsoonal,-13294.0065720877,378
gen_monsoonal_bio_monsoonal,total_monsoons,-24497.4850212153,378
gen_annual_bio_annual,annual,-27188.2456716924,378
gen_total_bio_total,total_years,-27456.0800855444,378
gen_monsoonal_bio_total,monsoonal,-15933.5695084888,379
gen_monsoonal_bio_monsoonal,total_monsoons,-25137.0093552705,379
gen_annual_bio_annual,annual,-30212.3468137535,379
gen_total_bio_total,total_years,-39924.0516957799,379
gen_monsoonal_bio_total,monsoonal,-15491.1623053122,380
gen_monsoonal_bio_monsoonal,total_monsoons,-26149.5509663831,380
gen_annual_bio_annual,annual,-26743.6406336332,380
gen_total_bio_total,total_years,-27096.349469929,380
gen_monsoonal_bio_total,monsoonal,-13735.9926441607,381
gen_monsoonal_bio_monsoonal,total_monsoons,-24578.6172368321,381
gen_annual_bio_annual,annual,-26547.3428099619,381
gen_total_bio_total,total_years,-40853.9278643366,381
gen_monsoonal_bio_total,monsoonal,-13492.7332061107,382
gen_monsoonal_bio_monsoonal,total_monsoons,-22783.079647372,382
gen_annual_bio_annual,annual,-29016.7284057152,382
gen_total_bio_total,total_years,-39402.9161728502,382
gen_monsoonal_bio_total,monsoonal,-13143.7181108328,383
gen_monsoonal_bio_monsoonal,total_monsoons,-23157.031555758,383
gen_annual_bio_annual,annual,-29679.7720607047,383
gen_total_bio_total,total_years,-40061.3023622825,383
gen_monsoonal_bio_total,monsoonal,-12223.2649190176,384
gen_monsoonal_bio_monsoonal,total_monsoons,-20480.1933012173,384
gen_annual_bio_annual,annual,-29175.2106501364,384
gen_total_bio_total,total_years,-38620.4190048239,384
gen_monsoonal_bio_total,monsoonal,-13658.8203266873,385
gen_monsoonal_bio_monsoonal,total_monsoons,-23820.8955360886,385
gen_total_bio_total,total_years,-28758.0745902635,385
gen_annual_bio_annual,annual,-30036.2261847759,385
gen_monsoonal_bio_total,monsoonal,-14277.1085094557,386
gen_monsoonal_bio_monsoonal,total_monsoons,-24072.6232051732,386
gen_annual_bio_annual,annual,-28764.2983068831,386
gen_total_bio_total,total_years,-29765.7537274636,386
gen_monsoonal_bio_total,monsoonal,-15628.1237274641,387
gen_annual_bio_annual,annual,-26521.2641079265,387
gen_monsoonal_bio_monsoonal,total_monsoons,-27002.0868634685,387
gen_total_bio_total,total_years,-39009.370447252,387
gen_monsoonal_bio_total,monsoonal,-12947.5875102402,388
gen_monsoonal_bio_monsoonal,total_monsoons,-24522.8542937968,388
gen_annual_bio_annual,annual,-28742.975299018,388
gen_total_bio_total,total_years,-29273.744377861,388
gen_monsoonal_bio_total,monsoonal,-15463.5358575098,389
gen_monsoonal_bio_monsoonal,total_monsoons,-26418.6802425627,389
gen_annual_bio_annual,annual,-28452.7481170392,389
gen_total_bio_total,total_years,-40332.8077852975,389
gen_monsoonal_bio_total,monsoonal,-13842.5243702885,390
gen_monsoonal_bio_monsoonal,total_monsoons,-24503.2353447962,390
gen_annual_bio_annual,annual,-32538.0509407544,390
gen_total_bio_total,total_years,-40457.0507142548,390
gen_monsoonal_bio_total,monsoonal,-11918.8879096683,391
gen_monsoonal_bio_monsoonal,total_monsoons,-21762.48565074,391
gen_total_bio_total,total_years,-27580.4482496469,391
gen_annual_bio_annual,annual,-30565.4049896348,391
gen_monsoonal_bio_total,monsoonal,-15172.9517797802,392
gen_monsoonal_bio_monsoonal,total_monsoons,-24489.0681679962,392
gen_total_bio_total,total_years,-28499.4391151378,392
gen_annual_bio_annual,annual,-32197.7579112645,392
gen_monsoonal_bio_total,monsoonal,-13149.1917740349,393
gen_monsoonal_bio_monsoonal,total_monsoons,-23225.784449002,393
gen_annual_bio_annual,annual,-27184.1641112663,393
gen_total_bio_total,total_years,-40557.3428617747,393
gen_monsoonal_bio_total,monsoonal,-18055.5046079314,394
gen_annual_bio_annual,annual,-24781.6986552985,394
gen_monsoonal_bio_monsoonal,total_monsoons,-28650.1249969128,394
gen_total_bio_total,total_years,-40211.004015956,394
gen_monsoonal_bio_total,monsoonal,-14447.3976561274,395
gen_monsoonal_bio_monsoonal,total_monsoons,-24869.6885919887,395
gen_annual_bio_annual,annual,-27851.2949048976,395
gen_total_bio_total,total_years,-39395.8383644537,395
gen_monsoonal_bio_total,monsoonal,-13920.2668110884,396
gen_monsoonal_bio_monsoonal,total_monsoons,-24019.3229974768,396
gen_annual_bio_annual,annual,-29232.7655331328,396
gen_total_bio_total,total_years,-40147.9355206366,396
gen_monsoonal_bio_total,monsoonal,-11121.8563480006,397
gen_monsoonal_bio_monsoonal,total_monsoons,-20855.2304068899,397
gen_total_bio_total,total_years,-26562.31404097,397
gen_annual_bio_annual,annual,-27072.7413566831,397
gen_monsoonal_bio_total,monsoonal,-13829.8073695579,398
gen_monsoonal_bio_monsoonal,total_monsoons,-24961.0491891328,398
gen_total_bio_total,total_years,-27945.9861868413,398
gen_annual_bio_annual,annual,-30342.6828661587,398
gen_monsoonal_bio_total,monsoonal,-12040.2094823085,399
gen_monsoonal_bio_monsoonal,total_monsoons,-22129.8007090949,399
gen_annual_bio_annual,annual,-34126.3939940384,399
gen_total_bio_total,total_years,-37560.5590168482,399
gen_monsoonal_bio_total,monsoonal,-17161.3028897172,400
gen_monsoonal_bio_monsoonal,total_monsoons,-27872.0389681571,400
gen_annual_bio_annual,annual,-30784.1271521617,400
gen_total_bio_total,total_years,-37357.7094491859,400
gen_monsoonal_bio_total,monsoonal,-11548.8212798323,401
gen_monsoonal_bio_monsoonal,total_monsoons,-21013.720901217,401
gen_annual_bio_annual,annual,-26288.3936286058,401
gen_total_bio_total,total_years,-37572.3150666081,401
gen_monsoonal_bio_total,monsoonal,-12946.2160764335,402
gen_monsoonal_bio_monsoonal,total_monsoons,-22275.4581093849,402
gen_annual_bio_annual,annual,-26870.4036248252,402
gen_total_bio_total,total_years,-40131.9472138996,402
gen_monsoonal_bio_total,monsoonal,-15055.8902952134,403
gen_annual_bio_annual,annual,-26533.4803909227,403
gen_monsoonal_bio_monsoonal,total_monsoons,-27143.0303084474,403
gen_total_bio_total,total_years,-28166.3750213973,403
gen_monsoonal_bio_total,monsoonal,-17216.6218718602,404
gen_monsoonal_bio_monsoonal,total_monsoons,-25808.3644870653,404
gen_total_bio_total,total_years,-28115.7856024173,404
gen_annual_bio_annual,annual,-30390.1228834118,404
gen_monsoonal_bio_total,monsoonal,-12805.9498411752,405
gen_monsoonal_bio_monsoonal,total_monsoons,-23358.666098347,405
gen_total_bio_total,total_years,-27937.2735842706,405
gen_annual_bio_annual,annual,-29608.1991992119,405
gen_monsoonal_bio_total,monsoonal,-16514.5096583559,406
gen_total_bio_total,total_years,-27155.3982611899,406
gen_annual_bio_annual,annual,-28493.6057733752,406
gen_monsoonal_bio_monsoonal,total_monsoons,-30229.1745345356,406
gen_monsoonal_bio_total,monsoonal,-14577.4219658899,407
gen_monsoonal_bio_monsoonal,total_monsoons,-26218.4381643127,407
gen_annual_bio_annual,annual,-26736.2627094147,407
gen_total_bio_total,total_years,-28809.7638811105,407
gen_monsoonal_bio_total,monsoonal,-12417.014776108,408
gen_monsoonal_bio_monsoonal,total_monsoons,-22345.2296481939,408
gen_annual_bio_annual,annual,-28987.7890415779,408
gen_total_bio_total,total_years,-40836.8844154341,408
gen_monsoonal_bio_total,monsoonal,-14272.0168457746,409
gen_monsoonal_bio_monsoonal,total_monsoons,-27412.7018252123,409
gen_annual_bio_annual,annual,-30195.4078833918,409
gen_total_bio_total,total_years,-30364.7636979129,409
gen_monsoonal_bio_total,monsoonal,-12661.3213555724,410
gen_monsoonal_bio_monsoonal,total_monsoons,-22809.4752488741,410
gen_annual_bio_annual,annual,-25112.7688462705,410
gen_total_bio_total,total_years,-27515.3242009663,410
gen_monsoonal_bio_total,monsoonal,-14856.2583032339,411
gen_monsoonal_bio_monsoonal,total_monsoons,-25647.3564126949,411
gen_annual_bio_annual,annual,-29315.8773308629,411
gen_total_bio_total,total_years,-34706.5250211317,411
gen_monsoonal_bio_total,monsoonal,-16512.4981820259,412
gen_annual_bio_annual,annual,-25395.5525159987,412
gen_monsoonal_bio_monsoonal,total_monsoons,-25918.6306215471,412
gen_total_bio_total,total_years,-38033.7820424405,412
gen_monsoonal_bio_total,monsoonal,-14872.882234731,413
gen_monsoonal_bio_monsoonal,total_monsoons,-25446.8387907191,413
gen_total_bio_total,total_years,-28746.1149667907,413
gen_annual_bio_annual,annual,-33891.2804465433,413
gen_monsoonal_bio_total,monsoonal,-14830.5014945632,414
gen_monsoonal_bio_monsoonal,total_monsoons,-24883.0341714671,414
gen_annual_bio_annual,annual,-25873.0253064729,414
gen_total_bio_total,total_years,-40009.6496261222,414
gen_monsoonal_bio_total,monsoonal,-15044.0441659433,415
gen_monsoonal_bio_monsoonal,total_monsoons,-25230.6726101072,415
gen_annual_bio_annual,annual,-26888.977619361,415
gen_total_bio_total,total_years,-39689.3316689096,415
gen_monsoonal_bio_total,monsoonal,-12122.8037538995,416
gen_monsoonal_bio_monsoonal,total_monsoons,-22107.6985069092,416
